# frequency, hf_mean, hf_min, hf_max
0.94745E+00 0.60528E-21 0.15604E-22 0.13930E-20
0.95046E+00 0.60656E-21 0.15637E-22 0.13960E-20
0.95348E+00 0.60784E-21 0.15670E-22 0.13989E-20
0.95650E+00 0.60913E-21 0.15703E-22 0.14019E-20
0.95954E+00 0.61042E-21 0.15736E-22 0.14048E-20
0.96259E+00 0.61171E-21 0.15770E-22 0.14078E-20
0.96565E+00 0.61301E-21 0.15803E-22 0.14108E-20
0.96872E+00 0.61430E-21 0.15836E-22 0.14138E-20
0.97180E+00 0.61560E-21 0.15870E-22 0.14168E-20
0.97488E+00 0.61691E-21 0.15903E-22 0.14198E-20
0.97798E+00 0.61821E-21 0.15937E-22 0.14228E-20
0.98109E+00 0.61952E-21 0.15971E-22 0.14258E-20
0.98420E+00 0.62083E-21 0.16005E-22 0.14288E-20
0.98733E+00 0.62215E-21 0.16039E-22 0.14318E-20
0.99047E+00 0.62346E-21 0.16073E-22 0.14349E-20
0.99362E+00 0.62478E-21 0.16107E-22 0.14379E-20
0.99677E+00 0.62611E-21 0.16141E-22 0.14410E-20
0.99994E+00 0.62743E-21 0.16175E-22 0.14440E-20
0.10031E+01 0.62876E-21 0.16209E-22 0.14471E-20
0.10063E+01 0.63009E-21 0.16243E-22 0.14501E-20
0.10095E+01 0.63143E-21 0.16278E-22 0.14532E-20
0.10127E+01 0.63276E-21 0.16312E-22 0.14563E-20
0.10159E+01 0.63410E-21 0.16347E-22 0.14594E-20
0.10192E+01 0.63544E-21 0.16381E-22 0.14624E-20
0.10224E+01 0.63679E-21 0.16416E-22 0.14655E-20
0.10256E+01 0.63814E-21 0.16451E-22 0.14686E-20
0.10289E+01 0.63949E-21 0.16486E-22 0.14717E-20
0.10322E+01 0.64084E-21 0.16520E-22 0.14749E-20
0.10354E+01 0.64220E-21 0.16555E-22 0.14780E-20
0.10387E+01 0.64356E-21 0.16591E-22 0.14811E-20
