# frequency, hf_mean, hf_min, hf_max
0.21427E-02 0.10429E-22 0.26884E-24 0.24001E-22
0.21926E-02 0.10590E-22 0.27300E-24 0.24372E-22
0.22437E-02 0.10754E-22 0.27723E-24 0.24749E-22
0.22960E-02 0.10920E-22 0.28152E-24 0.25132E-22
0.23495E-02 0.11089E-22 0.28587E-24 0.25521E-22
0.24042E-02 0.11261E-22 0.29030E-24 0.25916E-22
0.24603E-02 0.11435E-22 0.29479E-24 0.26317E-22
0.25176E-02 0.11612E-22 0.29935E-24 0.26724E-22
0.25763E-02 0.11792E-22 0.30398E-24 0.27138E-22
0.26363E-02 0.11974E-22 0.30869E-24 0.27558E-22
0.26977E-02 0.12159E-22 0.31346E-24 0.27984E-22
0.27606E-02 0.12348E-22 0.31831E-24 0.28417E-22
0.28249E-02 0.12539E-22 0.32324E-24 0.28857E-22
0.28907E-02 0.12733E-22 0.32824E-24 0.29304E-22
0.29581E-02 0.12930E-22 0.33332E-24 0.29757E-22
0.30270E-02 0.13130E-22 0.33848E-24 0.30217E-22
0.30975E-02 0.13333E-22 0.34372E-24 0.30685E-22
0.31697E-02 0.13539E-22 0.34903E-24 0.31160E-22
0.32435E-02 0.13749E-22 0.35443E-24 0.31642E-22
0.33191E-02 0.13962E-22 0.35992E-24 0.32132E-22
0.33964E-02 0.14178E-22 0.36549E-24 0.32629E-22
0.34756E-02 0.14397E-22 0.37114E-24 0.33134E-22
0.35566E-02 0.14620E-22 0.37689E-24 0.33646E-22
0.36394E-02 0.14846E-22 0.38272E-24 0.34167E-22
0.37242E-02 0.15076E-22 0.38864E-24 0.34696E-22
0.38110E-02 0.15309E-22 0.39465E-24 0.35233E-22
0.38998E-02 0.15546E-22 0.40076E-24 0.35778E-22
0.39907E-02 0.15786E-22 0.40696E-24 0.36331E-22
0.40836E-02 0.16031E-22 0.41326E-24 0.36894E-22
0.41788E-02 0.16279E-22 0.41965E-24 0.37464E-22
0.42762E-02 0.16531E-22 0.42615E-24 0.38044E-22
0.43758E-02 0.16786E-22 0.43274E-24 0.38633E-22
0.44777E-02 0.17046E-22 0.43944E-24 0.39231E-22
0.45821E-02 0.17310E-22 0.44624E-24 0.39838E-22
0.46888E-02 0.17578E-22 0.45314E-24 0.40454E-22
0.47981E-02 0.17850E-22 0.46015E-24 0.41080E-22
0.49099E-02 0.18126E-22 0.46727E-24 0.41716E-22
0.50243E-02 0.18406E-22 0.47450E-24 0.42361E-22
0.51414E-02 0.18691E-22 0.48185E-24 0.43017E-22
0.52611E-02 0.18980E-22 0.48930E-24 0.43682E-22
0.53837E-02 0.19274E-22 0.49687E-24 0.44358E-22
0.55092E-02 0.19572E-22 0.50456E-24 0.45045E-22
0.56375E-02 0.19875E-22 0.51237E-24 0.45742E-22
0.57689E-02 0.20183E-22 0.52030E-24 0.46449E-22
0.59033E-02 0.20495E-22 0.52835E-24 0.47168E-22
0.60409E-02 0.20812E-22 0.53652E-24 0.47898E-22
0.61816E-02 0.21134E-22 0.54483E-24 0.48639E-22
0.63256E-02 0.21461E-22 0.55326E-24 0.49392E-22
0.64730E-02 0.21793E-22 0.56182E-24 0.50156E-22
0.66238E-02 0.22131E-22 0.57051E-24 0.50932E-22
0.67782E-02 0.22473E-22 0.57934E-24 0.51720E-22
0.69361E-02 0.22821E-22 0.58830E-24 0.52521E-22
0.70977E-02 0.23174E-22 0.59741E-24 0.53333E-22
0.72631E-02 0.23532E-22 0.60665E-24 0.54159E-22
0.74323E-02 0.23897E-22 0.61604E-24 0.54997E-22
0.76055E-02 0.24266E-22 0.62557E-24 0.55848E-22
0.77827E-02 0.24642E-22 0.63525E-24 0.56712E-22
0.79641E-02 0.25023E-22 0.64508E-24 0.57589E-22
0.81496E-02 0.25410E-22 0.65506E-24 0.58480E-22
0.83395E-02 0.25803E-22 0.66520E-24 0.59385E-22
0.85338E-02 0.26203E-22 0.67549E-24 0.60304E-22
0.87326E-02 0.26608E-22 0.68594E-24 0.61237E-22
0.89361E-02 0.27020E-22 0.69656E-24 0.62185E-22
0.91443E-02 0.27438E-22 0.70733E-24 0.63147E-22
0.93574E-02 0.27863E-22 0.71828E-24 0.64124E-22
0.95754E-02 0.28294E-22 0.72939E-24 0.65116E-22
0.97985E-02 0.28732E-22 0.74068E-24 0.66124E-22
0.10027E-01 0.29176E-22 0.75214E-24 0.67147E-22
0.10260E-01 0.29628E-22 0.76378E-24 0.68186E-22
0.10500E-01 0.30086E-22 0.77560E-24 0.69241E-22
0.10744E-01 0.30552E-22 0.78760E-24 0.70313E-22
0.10995E-01 0.31024E-22 0.79979E-24 0.71401E-22
0.11251E-01 0.31504E-22 0.81216E-24 0.72506E-22
0.11513E-01 0.31992E-22 0.82473E-24 0.73628E-22
0.11781E-01 0.32487E-22 0.83749E-24 0.74767E-22
0.12056E-01 0.32990E-22 0.85045E-24 0.75924E-22
0.12336E-01 0.33500E-22 0.86361E-24 0.77099E-22
0.12624E-01 0.34018E-22 0.87697E-24 0.78292E-22
0.12918E-01 0.34545E-22 0.89054E-24 0.79503E-22
0.13219E-01 0.35079E-22 0.90432E-24 0.80733E-22
0.13527E-01 0.35622E-22 0.91832E-24 0.81982E-22
0.13842E-01 0.36173E-22 0.93253E-24 0.83251E-22
0.14165E-01 0.36733E-22 0.94695E-24 0.84539E-22
0.14495E-01 0.37301E-22 0.96161E-24 0.85847E-22
0.14833E-01 0.37879E-22 0.97649E-24 0.87176E-22
0.15178E-01 0.38465E-22 0.99160E-24 0.88525E-22
0.15532E-01 0.39060E-22 0.10069E-23 0.89894E-22
0.15894E-01 0.39664E-22 0.10225E-23 0.91285E-22
0.16264E-01 0.40278E-22 0.10383E-23 0.92698E-22
0.16643E-01 0.40901E-22 0.10544E-23 0.94132E-22
0.17031E-01 0.41534E-22 0.10707E-23 0.95589E-22
0.17428E-01 0.42177E-22 0.10873E-23 0.97068E-22
0.17834E-01 0.42830E-22 0.11041E-23 0.98570E-22
0.18249E-01 0.43492E-22 0.11212E-23 0.10010E-21
0.18674E-01 0.44165E-22 0.11386E-23 0.10164E-21
0.19109E-01 0.44849E-22 0.11562E-23 0.10322E-21
0.19555E-01 0.45543E-22 0.11741E-23 0.10481E-21
0.20010E-01 0.46247E-22 0.11922E-23 0.10644E-21
0.20477E-01 0.46963E-22 0.12107E-23 0.10808E-21
0.20954E-01 0.47690E-22 0.12294E-23 0.10976E-21
0.21442E-01 0.48428E-22 0.12484E-23 0.11145E-21
0.21941E-01 0.49177E-22 0.12678E-23 0.11318E-21
0.22453E-01 0.49938E-22 0.12874E-23 0.11493E-21
0.22976E-01 0.50711E-22 0.13073E-23 0.11671E-21
0.23511E-01 0.51495E-22 0.13275E-23 0.11851E-21
0.24059E-01 0.52292E-22 0.13481E-23 0.12035E-21
0.24620E-01 0.53101E-22 0.13689E-23 0.12221E-21
0.25193E-01 0.53923E-22 0.13901E-23 0.12410E-21
0.25780E-01 0.54757E-22 0.14116E-23 0.12602E-21
0.26381E-01 0.55605E-22 0.14335E-23 0.12797E-21
0.26996E-01 0.56465E-22 0.14556E-23 0.12995E-21
0.27625E-01 0.57339E-22 0.14782E-23 0.13196E-21
0.28268E-01 0.58226E-22 0.15010E-23 0.13400E-21
0.28927E-01 0.59127E-22 0.15243E-23 0.13608E-21
0.29601E-01 0.60042E-22 0.15478E-23 0.13818E-21
0.30291E-01 0.60971E-22 0.15718E-23 0.14032E-21
0.30996E-01 0.61914E-22 0.15961E-23 0.14249E-21
0.31718E-01 0.62872E-22 0.16208E-23 0.14470E-21
0.32458E-01 0.63845E-22 0.16459E-23 0.14694E-21
0.33214E-01 0.64833E-22 0.16714E-23 0.14921E-21
0.33988E-01 0.65836E-22 0.16972E-23 0.15152E-21
0.34780E-01 0.66855E-22 0.17235E-23 0.15386E-21
0.35590E-01 0.67890E-22 0.17502E-23 0.15624E-21
0.36419E-01 0.68940E-22 0.17772E-23 0.15866E-21
0.37268E-01 0.70007E-22 0.18047E-23 0.16112E-21
0.38136E-01 0.71090E-22 0.18327E-23 0.16361E-21
0.39025E-01 0.72190E-22 0.18610E-23 0.16614E-21
0.39934E-01 0.73307E-22 0.18898E-23 0.16871E-21
0.40864E-01 0.74442E-22 0.19191E-23 0.17132E-21
0.41817E-01 0.75593E-22 0.19487E-23 0.17397E-21
0.42791E-01 0.76763E-22 0.19789E-23 0.17667E-21
0.43788E-01 0.77951E-22 0.20095E-23 0.17940E-21
0.44808E-01 0.79157E-22 0.20406E-23 0.18218E-21
0.45852E-01 0.80382E-22 0.20722E-23 0.18499E-21
0.46921E-01 0.81626E-22 0.21043E-23 0.18786E-21
0.48014E-01 0.82889E-22 0.21368E-23 0.19076E-21
0.49133E-01 0.84171E-22 0.21699E-23 0.19372E-21
0.50277E-01 0.85474E-22 0.22035E-23 0.19671E-21
0.51449E-01 0.86796E-22 0.22376E-23 0.19976E-21
0.52648E-01 0.88139E-22 0.22722E-23 0.20285E-21
0.53874E-01 0.89503E-22 0.23073E-23 0.20599E-21
0.55129E-01 0.90888E-22 0.23430E-23 0.20917E-21
0.56414E-01 0.92295E-22 0.23793E-23 0.21241E-21
0.57728E-01 0.93723E-22 0.24161E-23 0.21570E-21
0.59074E-01 0.95173E-22 0.24535E-23 0.21904E-21
0.60450E-01 0.96646E-22 0.24915E-23 0.22242E-21
0.61858E-01 0.98141E-22 0.25300E-23 0.22587E-21
0.63300E-01 0.99660E-22 0.25692E-23 0.22936E-21
0.64775E-01 0.10120E-21 0.26089E-23 0.23291E-21
0.66284E-01 0.10277E-21 0.26493E-23 0.23651E-21
0.67828E-01 0.10436E-21 0.26903E-23 0.24017E-21
0.69409E-01 0.10597E-21 0.27319E-23 0.24389E-21
0.71026E-01 0.10761E-21 0.27742E-23 0.24766E-21
0.72681E-01 0.10928E-21 0.28171E-23 0.25150E-21
0.74374E-01 0.11097E-21 0.28607E-23 0.25539E-21
0.76107E-01 0.11269E-21 0.29050E-23 0.25934E-21
0.77880E-01 0.11443E-21 0.29499E-23 0.26335E-21
0.79695E-01 0.11620E-21 0.29956E-23 0.26743E-21
0.81552E-01 0.11800E-21 0.30419E-23 0.27157E-21
0.83452E-01 0.11982E-21 0.30890E-23 0.27577E-21
0.85397E-01 0.12168E-21 0.31368E-23 0.28004E-21
0.87386E-01 0.12356E-21 0.31853E-23 0.28437E-21
0.89422E-01 0.12547E-21 0.32346E-23 0.28877E-21
0.91506E-01 0.12741E-21 0.32847E-23 0.29324E-21
0.93638E-01 0.12939E-21 0.33355E-23 0.29777E-21
0.95820E-01 0.13139E-21 0.33871E-23 0.30238E-21
0.98034E-01 0.13340E-21 0.34391E-23 0.30702E-21
0.10030E+00 0.13545E-21 0.34918E-23 0.31173E-21
0.10262E+00 0.13753E-21 0.35454E-23 0.31652E-21
0.10499E+00 0.13964E-21 0.35998E-23 0.32137E-21
0.10741E+00 0.14178E-21 0.36551E-23 0.32630E-21
0.10989E+00 0.14396E-21 0.37111E-23 0.33131E-21
0.11243E+00 0.14617E-21 0.37681E-23 0.33640E-21
0.11503E+00 0.14841E-21 0.38259E-23 0.34156E-21
0.11769E+00 0.15069E-21 0.38846E-23 0.34680E-21
0.12041E+00 0.15300E-21 0.39442E-23 0.35212E-21
0.12319E+00 0.15535E-21 0.40047E-23 0.35752E-21
0.12604E+00 0.15773E-21 0.40662E-23 0.36301E-21
0.12895E+00 0.16015E-21 0.41286E-23 0.36858E-21
0.13193E+00 0.16261E-21 0.41919E-23 0.37423E-21
0.13498E+00 0.16510E-21 0.42563E-23 0.37998E-21
0.13809E+00 0.16764E-21 0.43216E-23 0.38581E-21
0.14129E+00 0.17021E-21 0.43879E-23 0.39173E-21
0.14455E+00 0.17282E-21 0.44552E-23 0.39774E-21
0.14789E+00 0.17547E-21 0.45236E-23 0.40384E-21
0.15131E+00 0.17817E-21 0.45930E-23 0.41004E-21
0.15480E+00 0.18090E-21 0.46635E-23 0.41633E-21
0.15838E+00 0.18368E-21 0.47350E-23 0.42272E-21
0.16204E+00 0.18649E-21 0.48077E-23 0.42921E-21
0.16578E+00 0.18936E-21 0.48815E-23 0.43579E-21
0.16961E+00 0.19226E-21 0.49564E-23 0.44248E-21
0.17353E+00 0.19521E-21 0.50324E-23 0.44927E-21
0.17754E+00 0.19821E-21 0.51096E-23 0.45616E-21
0.18164E+00 0.20125E-21 0.51880E-23 0.46316E-21
0.18584E+00 0.20434E-21 0.52677E-23 0.47027E-21
0.19013E+00 0.20747E-21 0.53485E-23 0.47748E-21
0.19270E+00 0.20934E-21 0.53966E-23 0.48178E-21
0.19531E+00 0.21122E-21 0.54451E-23 0.48611E-21
0.19795E+00 0.21312E-21 0.54940E-23 0.49048E-21
0.20062E+00 0.21503E-21 0.55434E-23 0.49489E-21
0.20334E+00 0.21697E-21 0.55933E-23 0.49934E-21
0.20608E+00 0.21892E-21 0.56435E-23 0.50383E-21
0.20887E+00 0.22089E-21 0.56943E-23 0.50836E-21
0.21169E+00 0.22287E-21 0.57455E-23 0.51293E-21
0.21455E+00 0.22487E-21 0.57971E-23 0.51754E-21
0.21745E+00 0.22690E-21 0.58492E-23 0.52219E-21
0.22039E+00 0.22894E-21 0.59018E-23 0.52688E-21
0.22337E+00 0.23099E-21 0.59549E-23 0.53162E-21
0.22639E+00 0.23307E-21 0.60084E-23 0.53640E-21
0.22945E+00 0.23517E-21 0.60624E-23 0.54122E-21
0.23255E+00 0.23728E-21 0.61169E-23 0.54609E-21
0.23569E+00 0.23941E-21 0.61719E-23 0.55100E-21
0.23888E+00 0.24157E-21 0.62274E-23 0.55595E-21
0.24211E+00 0.24374E-21 0.62834E-23 0.56095E-21
0.24538E+00 0.24593E-21 0.63399E-23 0.56599E-21
0.24870E+00 0.24814E-21 0.63969E-23 0.57108E-21
0.25206E+00 0.25037E-21 0.64544E-23 0.57622E-21
0.25546E+00 0.25262E-21 0.65124E-23 0.58140E-21
0.25892E+00 0.25489E-21 0.65710E-23 0.58662E-21
0.26242E+00 0.25718E-21 0.66301E-23 0.59190E-21
0.26596E+00 0.25950E-21 0.66897E-23 0.59722E-21
0.26956E+00 0.26183E-21 0.67498E-23 0.60259E-21
0.27320E+00 0.26418E-21 0.68105E-23 0.60800E-21
0.27689E+00 0.26656E-21 0.68717E-23 0.61347E-21
0.28064E+00 0.26895E-21 0.69335E-23 0.61899E-21
0.28443E+00 0.27137E-21 0.69958E-23 0.62455E-21
0.28716E+00 0.27311E-21 0.70405E-23 0.62854E-21
0.28991E+00 0.27485E-21 0.70854E-23 0.63255E-21
0.29269E+00 0.27660E-21 0.71306E-23 0.63659E-21
0.29550E+00 0.27837E-21 0.71761E-23 0.64065E-21
0.29833E+00 0.28014E-21 0.72219E-23 0.64474E-21
0.30119E+00 0.28193E-21 0.72680E-23 0.64885E-21
0.30408E+00 0.28373E-21 0.73144E-23 0.65299E-21
0.30699E+00 0.28554E-21 0.73611E-23 0.65716E-21
0.30994E+00 0.28737E-21 0.74081E-23 0.66136E-21
0.31291E+00 0.28920E-21 0.74554E-23 0.66558E-21
0.31591E+00 0.29105E-21 0.75030E-23 0.66983E-21
0.31894E+00 0.29290E-21 0.75509E-23 0.67410E-21
0.32200E+00 0.29477E-21 0.75991E-23 0.67840E-21
0.32509E+00 0.29665E-21 0.76476E-23 0.68273E-21
0.32820E+00 0.29855E-21 0.76964E-23 0.68709E-21
0.33135E+00 0.30045E-21 0.77455E-23 0.69148E-21
0.33453E+00 0.30237E-21 0.77949E-23 0.69589E-21
0.33774E+00 0.30430E-21 0.78447E-23 0.70033E-21
0.34098E+00 0.30624E-21 0.78948E-23 0.70480E-21
0.34425E+00 0.30820E-21 0.79452E-23 0.70930E-21
0.34755E+00 0.31017E-21 0.79959E-23 0.71383E-21
0.35088E+00 0.31215E-21 0.80469E-23 0.71839E-21
0.35424E+00 0.31414E-21 0.80983E-23 0.72297E-21
0.35764E+00 0.31614E-21 0.81500E-23 0.72758E-21
0.36107E+00 0.31816E-21 0.82020E-23 0.73223E-21
0.36453E+00 0.32019E-21 0.82543E-23 0.73690E-21
0.36803E+00 0.32223E-21 0.83070E-23 0.74161E-21
0.37156E+00 0.32429E-21 0.83600E-23 0.74634E-21
0.37512E+00 0.32636E-21 0.84134E-23 0.75110E-21
0.37872E+00 0.32844E-21 0.84671E-23 0.75590E-21
0.38153E+00 0.33007E-21 0.85090E-23 0.75964E-21
0.38437E+00 0.33171E-21 0.85512E-23 0.76340E-21
0.38723E+00 0.33335E-21 0.85935E-23 0.76718E-21
0.39011E+00 0.33500E-21 0.86361E-23 0.77098E-21
0.39301E+00 0.33666E-21 0.86788E-23 0.77480E-21
0.39594E+00 0.33833E-21 0.87218E-23 0.77864E-21
0.39888E+00 0.34000E-21 0.87650E-23 0.78250E-21
0.40185E+00 0.34169E-21 0.88084E-23 0.78637E-21
0.40484E+00 0.34338E-21 0.88521E-23 0.79027E-21
0.40785E+00 0.34508E-21 0.88959E-23 0.79418E-21
0.41088E+00 0.34679E-21 0.89400E-23 0.79811E-21
0.41394E+00 0.34851E-21 0.89842E-23 0.80207E-21
0.41702E+00 0.35023E-21 0.90287E-23 0.80604E-21
0.42012E+00 0.35197E-21 0.90735E-23 0.81003E-21
0.42324E+00 0.35371E-21 0.91184E-23 0.81404E-21
0.42639E+00 0.35546E-21 0.91635E-23 0.81807E-21
0.42956E+00 0.35722E-21 0.92089E-23 0.82212E-21
0.43276E+00 0.35899E-21 0.92545E-23 0.82620E-21
0.43598E+00 0.36077E-21 0.93004E-23 0.83029E-21
0.43922E+00 0.36255E-21 0.93464E-23 0.83440E-21
0.44249E+00 0.36435E-21 0.93927E-23 0.83853E-21
0.44578E+00 0.36616E-21 0.94392E-23 0.84269E-21
0.44910E+00 0.36797E-21 0.94860E-23 0.84686E-21
0.45244E+00 0.36979E-21 0.95330E-23 0.85105E-21
0.45580E+00 0.37162E-21 0.95802E-23 0.85527E-21
0.45919E+00 0.37346E-21 0.96276E-23 0.85950E-21
0.46261E+00 0.37531E-21 0.96753E-23 0.86376E-21
0.46605E+00 0.37717E-21 0.97232E-23 0.86804E-21
0.46951E+00 0.37904E-21 0.97714E-23 0.87234E-21
0.47301E+00 0.38092E-21 0.98198E-23 0.87666E-21
0.47588E+00 0.38246E-21 0.98595E-23 0.88021E-21
0.47877E+00 0.38401E-21 0.98994E-23 0.88377E-21
0.48168E+00 0.38556E-21 0.99395E-23 0.88735E-21
0.48461E+00 0.38712E-21 0.99797E-23 0.89094E-21
0.48756E+00 0.38869E-21 0.10020E-22 0.89454E-21
0.49052E+00 0.39026E-21 0.10061E-22 0.89816E-21
0.49350E+00 0.39184E-21 0.10101E-22 0.90180E-21
0.49650E+00 0.39343E-21 0.10142E-22 0.90545E-21
0.49952E+00 0.39502E-21 0.10183E-22 0.90911E-21
0.50255E+00 0.39662E-21 0.10225E-22 0.91279E-21
0.50561E+00 0.39822E-21 0.10266E-22 0.91649E-21
0.50868E+00 0.39984E-21 0.10307E-22 0.92020E-21
0.51177E+00 0.40145E-21 0.10349E-22 0.92392E-21
0.51488E+00 0.40308E-21 0.10391E-22 0.92766E-21
0.51801E+00 0.40471E-21 0.10433E-22 0.93142E-21
0.52116E+00 0.40635E-21 0.10475E-22 0.93519E-21
0.52433E+00 0.40799E-21 0.10518E-22 0.93897E-21
0.52751E+00 0.40964E-21 0.10560E-22 0.94277E-21
0.53072E+00 0.41130E-21 0.10603E-22 0.94659E-21
0.53394E+00 0.41297E-21 0.10646E-22 0.95042E-21
0.53719E+00 0.41464E-21 0.10689E-22 0.95427E-21
0.54045E+00 0.41632E-21 0.10732E-22 0.95813E-21
0.54374E+00 0.41800E-21 0.10776E-22 0.96201E-21
0.54704E+00 0.41969E-21 0.10819E-22 0.96590E-21
0.55037E+00 0.42139E-21 0.10863E-22 0.96981E-21
0.55371E+00 0.42310E-21 0.10907E-22 0.97374E-21
0.55708E+00 0.42481E-21 0.10951E-22 0.97768E-21
0.56046E+00 0.42653E-21 0.10996E-22 0.98163E-21
0.56387E+00 0.42826E-21 0.11040E-22 0.98561E-21
0.56729E+00 0.42999E-21 0.11085E-22 0.98960E-21
0.57021E+00 0.43146E-21 0.11123E-22 0.99298E-21
0.57314E+00 0.43294E-21 0.11161E-22 0.99638E-21
0.57608E+00 0.43442E-21 0.11199E-22 0.99979E-21
0.57904E+00 0.43591E-21 0.11237E-22 0.10032E-20
0.58202E+00 0.43740E-21 0.11276E-22 0.10066E-20
0.58501E+00 0.43890E-21 0.11314E-22 0.10101E-20
0.58802E+00 0.44040E-21 0.11353E-22 0.10136E-20
0.59104E+00 0.44190E-21 0.11392E-22 0.10170E-20
0.59408E+00 0.44342E-21 0.11431E-22 0.10205E-20
0.59713E+00 0.44493E-21 0.11470E-22 0.10240E-20
0.60020E+00 0.44646E-21 0.11509E-22 0.10275E-20
0.60328E+00 0.44799E-21 0.11549E-22 0.10310E-20
0.60638E+00 0.44952E-21 0.11588E-22 0.10345E-20
0.60950E+00 0.45106E-21 0.11628E-22 0.10381E-20
0.61263E+00 0.45260E-21 0.11668E-22 0.10416E-20
0.61578E+00 0.45415E-21 0.11708E-22 0.10452E-20
0.61894E+00 0.45570E-21 0.11748E-22 0.10488E-20
0.62212E+00 0.45726E-21 0.11788E-22 0.10524E-20
0.62532E+00 0.45883E-21 0.11828E-22 0.10560E-20
0.62853E+00 0.46040E-21 0.11869E-22 0.10596E-20
0.63176E+00 0.46198E-21 0.11909E-22 0.10632E-20
0.63501E+00 0.46356E-21 0.11950E-22 0.10669E-20
0.63827E+00 0.46514E-21 0.11991E-22 0.10705E-20
0.64155E+00 0.46674E-21 0.12032E-22 0.10742E-20
0.64484E+00 0.46833E-21 0.12073E-22 0.10778E-20
0.64816E+00 0.46994E-21 0.12115E-22 0.10815E-20
0.65149E+00 0.47154E-21 0.12156E-22 0.10852E-20
0.65484E+00 0.47316E-21 0.12198E-22 0.10889E-20
0.65820E+00 0.47478E-21 0.12239E-22 0.10927E-20
0.66158E+00 0.47640E-21 0.12281E-22 0.10964E-20
0.66453E+00 0.47782E-21 0.12318E-22 0.10997E-20
0.66749E+00 0.47923E-21 0.12354E-22 0.11029E-20
0.67046E+00 0.48065E-21 0.12391E-22 0.11062E-20
0.67344E+00 0.48208E-21 0.12428E-22 0.11095E-20
0.67644E+00 0.48351E-21 0.12465E-22 0.11128E-20
0.67945E+00 0.48494E-21 0.12501E-22 0.11161E-20
0.68247E+00 0.48638E-21 0.12539E-22 0.11194E-20
0.68551E+00 0.48782E-21 0.12576E-22 0.11227E-20
0.68856E+00 0.48927E-21 0.12613E-22 0.11260E-20
0.69163E+00 0.49072E-21 0.12650E-22 0.11294E-20
0.69471E+00 0.49217E-21 0.12688E-22 0.11327E-20
0.69780E+00 0.49363E-21 0.12726E-22 0.11361E-20
0.70090E+00 0.49510E-21 0.12763E-22 0.11394E-20
0.70402E+00 0.49657E-21 0.12801E-22 0.11428E-20
0.70716E+00 0.49804E-21 0.12839E-22 0.11462E-20
0.71030E+00 0.49951E-21 0.12877E-22 0.11496E-20
0.71347E+00 0.50100E-21 0.12915E-22 0.11530E-20
0.71664E+00 0.50248E-21 0.12954E-22 0.11564E-20
0.71983E+00 0.50397E-21 0.12992E-22 0.11599E-20
0.72304E+00 0.50547E-21 0.13031E-22 0.11633E-20
0.72625E+00 0.50696E-21 0.13069E-22 0.11668E-20
0.72949E+00 0.50847E-21 0.13108E-22 0.11702E-20
0.73273E+00 0.50998E-21 0.13147E-22 0.11737E-20
0.73599E+00 0.51149E-21 0.13186E-22 0.11772E-20
0.73927E+00 0.51300E-21 0.13225E-22 0.11807E-20
0.74256E+00 0.51453E-21 0.13264E-22 0.11842E-20
0.74587E+00 0.51605E-21 0.13303E-22 0.11877E-20
0.74919E+00 0.51758E-21 0.13343E-22 0.11912E-20
0.75252E+00 0.51912E-21 0.13382E-22 0.11947E-20
0.75587E+00 0.52065E-21 0.13422E-22 0.11983E-20
0.75884E+00 0.52202E-21 0.13457E-22 0.12014E-20
0.76182E+00 0.52338E-21 0.13492E-22 0.12045E-20
0.76481E+00 0.52475E-21 0.13528E-22 0.12077E-20
0.76781E+00 0.52612E-21 0.13563E-22 0.12108E-20
0.77083E+00 0.52750E-21 0.13599E-22 0.12140E-20
0.77385E+00 0.52888E-21 0.13634E-22 0.12172E-20
0.77689E+00 0.53026E-21 0.13670E-22 0.12204E-20
0.77994E+00 0.53165E-21 0.13706E-22 0.12236E-20
0.78300E+00 0.53304E-21 0.13741E-22 0.12268E-20
0.78608E+00 0.53443E-21 0.13777E-22 0.12300E-20
0.78916E+00 0.53583E-21 0.13813E-22 0.12332E-20
0.79226E+00 0.53723E-21 0.13850E-22 0.12364E-20
0.79537E+00 0.53864E-21 0.13886E-22 0.12396E-20
0.79849E+00 0.54005E-21 0.13922E-22 0.12429E-20
0.80163E+00 0.54146E-21 0.13959E-22 0.12461E-20
0.80478E+00 0.54288E-21 0.13995E-22 0.12494E-20
0.80794E+00 0.54430E-21 0.14032E-22 0.12527E-20
0.81111E+00 0.54572E-21 0.14068E-22 0.12559E-20
0.81429E+00 0.54715E-21 0.14105E-22 0.12592E-20
0.81749E+00 0.54858E-21 0.14142E-22 0.12625E-20
0.82070E+00 0.55001E-21 0.14179E-22 0.12658E-20
0.82392E+00 0.55145E-21 0.14216E-22 0.12691E-20
0.82716E+00 0.55290E-21 0.14253E-22 0.12725E-20
0.83040E+00 0.55434E-21 0.14291E-22 0.12758E-20
0.83366E+00 0.55579E-21 0.14328E-22 0.12791E-20
0.83694E+00 0.55725E-21 0.14365E-22 0.12825E-20
0.84022E+00 0.55870E-21 0.14403E-22 0.12858E-20
0.84352E+00 0.56016E-21 0.14441E-22 0.12892E-20
0.84683E+00 0.56163E-21 0.14478E-22 0.12926E-20
0.85016E+00 0.56310E-21 0.14516E-22 0.12959E-20
0.85314E+00 0.56442E-21 0.14550E-22 0.12990E-20
0.85614E+00 0.56574E-21 0.14584E-22 0.13020E-20
0.85915E+00 0.56706E-21 0.14618E-22 0.13051E-20
0.86216E+00 0.56839E-21 0.14653E-22 0.13081E-20
0.86519E+00 0.56972E-21 0.14687E-22 0.13112E-20
0.86823E+00 0.57105E-21 0.14721E-22 0.13142E-20
0.87128E+00 0.57239E-21 0.14756E-22 0.13173E-20
0.87434E+00 0.57373E-21 0.14790E-22 0.13204E-20
0.87741E+00 0.57507E-21 0.14825E-22 0.13235E-20
0.88049E+00 0.57642E-21 0.14860E-22 0.13266E-20
0.88358E+00 0.57776E-21 0.14894E-22 0.13297E-20
0.88669E+00 0.57912E-21 0.14929E-22 0.13328E-20
0.88980E+00 0.58047E-21 0.14964E-22 0.13359E-20
0.89293E+00 0.58183E-21 0.14999E-22 0.13390E-20
0.89606E+00 0.58319E-21 0.15034E-22 0.13422E-20
0.89921E+00 0.58456E-21 0.15069E-22 0.13453E-20
0.90237E+00 0.58592E-21 0.15105E-22 0.13485E-20
0.90554E+00 0.58729E-21 0.15140E-22 0.13516E-20
0.90872E+00 0.58867E-21 0.15175E-22 0.13548E-20
0.91191E+00 0.59005E-21 0.15211E-22 0.13580E-20
0.91511E+00 0.59143E-21 0.15247E-22 0.13611E-20
0.91833E+00 0.59281E-21 0.15282E-22 0.13643E-20
0.92155E+00 0.59420E-21 0.15318E-22 0.13675E-20
0.92479E+00 0.59559E-21 0.15354E-22 0.13707E-20
0.92803E+00 0.59698E-21 0.15390E-22 0.13739E-20
0.93129E+00 0.59838E-21 0.15426E-22 0.13771E-20
0.93456E+00 0.59978E-21 0.15462E-22 0.13804E-20
0.93785E+00 0.60118E-21 0.15498E-22 0.13836E-20
0.94114E+00 0.60259E-21 0.15534E-22 0.13868E-20
0.94445E+00 0.60400E-21 0.15571E-22 0.13901E-20
