# frequency, hf_mean, hf_min, hf_max
0.25124E-05 0.51096E-22 0.39546E-23 0.32968E-21
0.25710E-05 0.51887E-22 0.40158E-23 0.33479E-21
0.26309E-05 0.52690E-22 0.40779E-23 0.33997E-21
0.26922E-05 0.53505E-22 0.41410E-23 0.34523E-21
0.27549E-05 0.54333E-22 0.42051E-23 0.35057E-21
0.28191E-05 0.55174E-22 0.42702E-23 0.35599E-21
0.28848E-05 0.56028E-22 0.43363E-23 0.36150E-21
0.29520E-05 0.56895E-22 0.44034E-23 0.36710E-21
0.30208E-05 0.57775E-22 0.44715E-23 0.37278E-21
0.30911E-05 0.58669E-22 0.45407E-23 0.37854E-21
0.31632E-05 0.59577E-22 0.46109E-23 0.38440E-21
0.32369E-05 0.60499E-22 0.46823E-23 0.39035E-21
0.33123E-05 0.61435E-22 0.47547E-23 0.39639E-21
0.33895E-05 0.62385E-22 0.48283E-23 0.40252E-21
0.34684E-05 0.63351E-22 0.49030E-23 0.40875E-21
0.35493E-05 0.64331E-22 0.49789E-23 0.41508E-21
0.36320E-05 0.65326E-22 0.50559E-23 0.42150E-21
0.37166E-05 0.66337E-22 0.51342E-23 0.42802E-21
0.38032E-05 0.67364E-22 0.52136E-23 0.43464E-21
0.38918E-05 0.68406E-22 0.52943E-23 0.44137E-21
0.39825E-05 0.69465E-22 0.53762E-23 0.44820E-21
0.40753E-05 0.70539E-22 0.54594E-23 0.45514E-21
0.41702E-05 0.71631E-22 0.55439E-23 0.46218E-21
0.42674E-05 0.72739E-22 0.56297E-23 0.46933E-21
0.43668E-05 0.73865E-22 0.57168E-23 0.47659E-21
0.44686E-05 0.75008E-22 0.58052E-23 0.48397E-21
0.45727E-05 0.76169E-22 0.58951E-23 0.49146E-21
0.46792E-05 0.77347E-22 0.59863E-23 0.49906E-21
0.47882E-05 0.78544E-22 0.60789E-23 0.50678E-21
0.48998E-05 0.79759E-22 0.61730E-23 0.51462E-21
0.50140E-05 0.80994E-22 0.62685E-23 0.52259E-21
0.51308E-05 0.82247E-22 0.63655E-23 0.53067E-21
0.52504E-05 0.83519E-22 0.64640E-23 0.53888E-21
0.53727E-05 0.84812E-22 0.65640E-23 0.54722E-21
0.54979E-05 0.86124E-22 0.66656E-23 0.55569E-21
0.56260E-05 0.87457E-22 0.67687E-23 0.56429E-21
0.57571E-05 0.88810E-22 0.68734E-23 0.57302E-21
0.58912E-05 0.90184E-22 0.69798E-23 0.58189E-21
0.60285E-05 0.91580E-22 0.70878E-23 0.59089E-21
0.61689E-05 0.92997E-22 0.71975E-23 0.60003E-21
0.63127E-05 0.94436E-22 0.73089E-23 0.60932E-21
0.64597E-05 0.95897E-22 0.74219E-23 0.61875E-21
0.66103E-05 0.97381E-22 0.75368E-23 0.62832E-21
0.67643E-05 0.98888E-22 0.76534E-23 0.63804E-21
0.69219E-05 0.10042E-21 0.77718E-23 0.64792E-21
0.70832E-05 0.10197E-21 0.78921E-23 0.65794E-21
0.72482E-05 0.10355E-21 0.80142E-23 0.66812E-21
0.74171E-05 0.10515E-21 0.81382E-23 0.67846E-21
0.75899E-05 0.10678E-21 0.82642E-23 0.68896E-21
0.77667E-05 0.10843E-21 0.83920E-23 0.69962E-21
0.79477E-05 0.11011E-21 0.85219E-23 0.71045E-21
0.81329E-05 0.11181E-21 0.86537E-23 0.72144E-21
0.83224E-05 0.11354E-21 0.87877E-23 0.73260E-21
0.85163E-05 0.11530E-21 0.89236E-23 0.74394E-21
0.87147E-05 0.11708E-21 0.90617E-23 0.75545E-21
0.89178E-05 0.11890E-21 0.92019E-23 0.76714E-21
0.91256E-05 0.12074E-21 0.93443E-23 0.77901E-21
0.93382E-05 0.12260E-21 0.94889E-23 0.79106E-21
0.95558E-05 0.12450E-21 0.96357E-23 0.80331E-21
0.97784E-05 0.12643E-21 0.97848E-23 0.81574E-21
0.10006E-04 0.12838E-21 0.99362E-23 0.82836E-21
0.10239E-04 0.13037E-21 0.10090E-22 0.84118E-21
0.10478E-04 0.13239E-21 0.10246E-22 0.85419E-21
0.10722E-04 0.13444E-21 0.10405E-22 0.86741E-21
0.10972E-04 0.13652E-21 0.10566E-22 0.88083E-21
0.11228E-04 0.13863E-21 0.10729E-22 0.89446E-21
0.11489E-04 0.14077E-21 0.10895E-22 0.90830E-21
0.11757E-04 0.14295E-21 0.11064E-22 0.92236E-21
0.12031E-04 0.14516E-21 0.11235E-22 0.93663E-21
0.12311E-04 0.14741E-21 0.11409E-22 0.95112E-21
0.12598E-04 0.14969E-21 0.11585E-22 0.96584E-21
0.12892E-04 0.15201E-21 0.11765E-22 0.98078E-21
0.13192E-04 0.15436E-21 0.11947E-22 0.99596E-21
0.13499E-04 0.15675E-21 0.12132E-22 0.10114E-20
0.13814E-04 0.15917E-21 0.12319E-22 0.10270E-20
0.14136E-04 0.16164E-21 0.12510E-22 0.10429E-20
0.14465E-04 0.16414E-21 0.12703E-22 0.10591E-20
0.14802E-04 0.16668E-21 0.12900E-22 0.10754E-20
0.15147E-04 0.16926E-21 0.13100E-22 0.10921E-20
0.15500E-04 0.17188E-21 0.13302E-22 0.11090E-20
0.15861E-04 0.17454E-21 0.13508E-22 0.11261E-20
0.16231E-04 0.17724E-21 0.13717E-22 0.11436E-20
0.16609E-04 0.17998E-21 0.13929E-22 0.11613E-20
0.16996E-04 0.18276E-21 0.14145E-22 0.11792E-20
0.17392E-04 0.18559E-21 0.14364E-22 0.11975E-20
0.17797E-04 0.18846E-21 0.14586E-22 0.12160E-20
0.18212E-04 0.19138E-21 0.14812E-22 0.12348E-20
0.18636E-04 0.19434E-21 0.15041E-22 0.12539E-20
0.19070E-04 0.19735E-21 0.15274E-22 0.12733E-20
0.19515E-04 0.20040E-21 0.15510E-22 0.12930E-20
0.19969E-04 0.20350E-21 0.15750E-22 0.13130E-20
0.20434E-04 0.20665E-21 0.15994E-22 0.13334E-20
0.20911E-04 0.20985E-21 0.16241E-22 0.13540E-20
0.21398E-04 0.21310E-21 0.16493E-22 0.13749E-20
0.21896E-04 0.21639E-21 0.16748E-22 0.13962E-20
0.22407E-04 0.21974E-21 0.17007E-22 0.14178E-20
0.22929E-04 0.22314E-21 0.17270E-22 0.14398E-20
0.23463E-04 0.22659E-21 0.17537E-22 0.14620E-20
0.24010E-04 0.23010E-21 0.17809E-22 0.14847E-20
0.24569E-04 0.23366E-21 0.18084E-22 0.15076E-20
0.25141E-04 0.23728E-21 0.18364E-22 0.15310E-20
0.25727E-04 0.24095E-21 0.18648E-22 0.15546E-20
0.26327E-04 0.24468E-21 0.18937E-22 0.15787E-20
0.26940E-04 0.24846E-21 0.19230E-22 0.16031E-20
0.27568E-04 0.25231E-21 0.19527E-22 0.16279E-20
0.28210E-04 0.25621E-21 0.19829E-22 0.16531E-20
0.28867E-04 0.26018E-21 0.20136E-22 0.16787E-20
0.29540E-04 0.26420E-21 0.20448E-22 0.17047E-20
0.30228E-04 0.26829E-21 0.20764E-22 0.17311E-20
0.30933E-04 0.27244E-21 0.21086E-22 0.17579E-20
0.31653E-04 0.27666E-21 0.21412E-22 0.17851E-20
0.32391E-04 0.28094E-21 0.21743E-22 0.18127E-20
0.33146E-04 0.28529E-21 0.22080E-22 0.18407E-20
0.33918E-04 0.28970E-21 0.22421E-22 0.18692E-20
0.34708E-04 0.29418E-21 0.22768E-22 0.18981E-20
0.35517E-04 0.29873E-21 0.23121E-22 0.19275E-20
0.36344E-04 0.30336E-21 0.23478E-22 0.19573E-20
0.37191E-04 0.30805E-21 0.23842E-22 0.19876E-20
0.38058E-04 0.31282E-21 0.24211E-22 0.20184E-20
0.38945E-04 0.31766E-21 0.24585E-22 0.20496E-20
0.39852E-04 0.32257E-21 0.24966E-22 0.20813E-20
0.40781E-04 0.32756E-21 0.25352E-22 0.21135E-20
0.41731E-04 0.33263E-21 0.25744E-22 0.21462E-20
0.42703E-04 0.33778E-21 0.26142E-22 0.21794E-20
0.43698E-04 0.34301E-21 0.26547E-22 0.22132E-20
0.44716E-04 0.34831E-21 0.26958E-22 0.22474E-20
0.45758E-04 0.35370E-21 0.27375E-22 0.22822E-20
0.46824E-04 0.35918E-21 0.27799E-22 0.23175E-20
0.47915E-04 0.36474E-21 0.28229E-22 0.23533E-20
0.49032E-04 0.37038E-21 0.28665E-22 0.23898E-20
0.50174E-04 0.37611E-21 0.29109E-22 0.24267E-20
0.51343E-04 0.38193E-21 0.29559E-22 0.24643E-20
0.52539E-04 0.38784E-21 0.30017E-22 0.25024E-20
0.53764E-04 0.39384E-21 0.30481E-22 0.25411E-20
0.55016E-04 0.39994E-21 0.30953E-22 0.25805E-20
0.56298E-04 0.40612E-21 0.31432E-22 0.26204E-20
0.57610E-04 0.41241E-21 0.31918E-22 0.26609E-20
0.58952E-04 0.41879E-21 0.32412E-22 0.27021E-20
0.60326E-04 0.42527E-21 0.32914E-22 0.27439E-20
0.61731E-04 0.43185E-21 0.33423E-22 0.27864E-20
0.63170E-04 0.43853E-21 0.33940E-22 0.28295E-20
0.64642E-04 0.44532E-21 0.34465E-22 0.28733E-20
0.66148E-04 0.45221E-21 0.34999E-22 0.29177E-20
0.67689E-04 0.45921E-21 0.35540E-22 0.29629E-20
0.69266E-04 0.46631E-21 0.36090E-22 0.30087E-20
0.70880E-04 0.47353E-21 0.36649E-22 0.30553E-20
0.72532E-04 0.48085E-21 0.37216E-22 0.31026E-20
0.74222E-04 0.48829E-21 0.37792E-22 0.31506E-20
0.75951E-04 0.49585E-21 0.38376E-22 0.31993E-20
0.77721E-04 0.50352E-21 0.38970E-22 0.32488E-20
0.79532E-04 0.51131E-21 0.39573E-22 0.32991E-20
0.81385E-04 0.51923E-21 0.40185E-22 0.33502E-20
0.83281E-04 0.52726E-21 0.40807E-22 0.34020E-20
0.85221E-04 0.53542E-21 0.41439E-22 0.34546E-20
0.87207E-04 0.54370E-21 0.42080E-22 0.35081E-20
0.89239E-04 0.55212E-21 0.42731E-22 0.35624E-20
0.91318E-04 0.56066E-21 0.43392E-22 0.36175E-20
0.93446E-04 0.56934E-21 0.44064E-22 0.36735E-20
0.95623E-04 0.57815E-21 0.44746E-22 0.37303E-20
0.97851E-04 0.58709E-21 0.45438E-22 0.37880E-20
0.10013E-03 0.59618E-21 0.46141E-22 0.38467E-20
0.10246E-03 0.60540E-21 0.46855E-22 0.39062E-20
0.10485E-03 0.61477E-21 0.47580E-22 0.39666E-20
0.10729E-03 0.62428E-21 0.48316E-22 0.40280E-20
0.10979E-03 0.63394E-21 0.49064E-22 0.40903E-20
0.11235E-03 0.64375E-21 0.49823E-22 0.41536E-20
0.11497E-03 0.65371E-21 0.50594E-22 0.42179E-20
0.11765E-03 0.66383E-21 0.51377E-22 0.42832E-20
0.12039E-03 0.67410E-21 0.52172E-22 0.43494E-20
0.12320E-03 0.68453E-21 0.52979E-22 0.44167E-20
0.12607E-03 0.69512E-21 0.53799E-22 0.44851E-20
0.12900E-03 0.70588E-21 0.54631E-22 0.45545E-20
0.13201E-03 0.71680E-21 0.55477E-22 0.46249E-20
0.13509E-03 0.72789E-21 0.56335E-22 0.46965E-20
0.13823E-03 0.73916E-21 0.57207E-22 0.47692E-20
0.14145E-03 0.75059E-21 0.58092E-22 0.48430E-20
0.14475E-03 0.76221E-21 0.58991E-22 0.49179E-20
0.14812E-03 0.77400E-21 0.59904E-22 0.49940E-20
0.15157E-03 0.78598E-21 0.60831E-22 0.50713E-20
0.15510E-03 0.79814E-21 0.61772E-22 0.51498E-20
0.15872E-03 0.81049E-21 0.62728E-22 0.52294E-20
0.16242E-03 0.82303E-21 0.63698E-22 0.53104E-20
0.16620E-03 0.83577E-21 0.64684E-22 0.53925E-20
0.17007E-03 0.84870E-21 0.65685E-22 0.54760E-20
0.17404E-03 0.86183E-21 0.66701E-22 0.55607E-20
0.17809E-03 0.87517E-21 0.67733E-22 0.56468E-20
0.18224E-03 0.88871E-21 0.68782E-22 0.57341E-20
0.18649E-03 0.90246E-21 0.69846E-22 0.58229E-20
0.19083E-03 0.91642E-21 0.70927E-22 0.59130E-20
0.19528E-03 0.93060E-21 0.72024E-22 0.60045E-20
0.19983E-03 0.94500E-21 0.73139E-22 0.60974E-20
0.20448E-03 0.95963E-21 0.74270E-22 0.61917E-20
0.20925E-03 0.97448E-21 0.75420E-22 0.62875E-20
0.21412E-03 0.98956E-21 0.76587E-22 0.63848E-20
0.21911E-03 0.10049E-20 0.77772E-22 0.64836E-20
0.22422E-03 0.10204E-20 0.78975E-22 0.65839E-20
0.22944E-03 0.10362E-20 0.80197E-22 0.66858E-20
0.23479E-03 0.10522E-20 0.81438E-22 0.67893E-20
0.24026E-03 0.10685E-20 0.82698E-22 0.68943E-20
0.24586E-03 0.10851E-20 0.83978E-22 0.70010E-20
0.25159E-03 0.11018E-20 0.85277E-22 0.71093E-20
0.25745E-03 0.11189E-20 0.86597E-22 0.72193E-20
0.26345E-03 0.11362E-20 0.87937E-22 0.73311E-20
0.26959E-03 0.11538E-20 0.89297E-22 0.74445E-20
0.27587E-03 0.11716E-20 0.90679E-22 0.75597E-20
0.28229E-03 0.11898E-20 0.92082E-22 0.76767E-20
0.28887E-03 0.12082E-20 0.93507E-22 0.77954E-20
0.29560E-03 0.12269E-20 0.94954E-22 0.79161E-20
0.30249E-03 0.12459E-20 0.96423E-22 0.80386E-20
0.30954E-03 0.12651E-20 0.97915E-22 0.81629E-20
0.31675E-03 0.12847E-20 0.99430E-22 0.82893E-20
0.32413E-03 0.13046E-20 0.10097E-21 0.84175E-20
0.33168E-03 0.13248E-20 0.10253E-21 0.85478E-20
0.33941E-03 0.13453E-20 0.10412E-21 0.86800E-20
0.34732E-03 0.13661E-20 0.10573E-21 0.88143E-20
0.35541E-03 0.13872E-20 0.10737E-21 0.89507E-20
0.36369E-03 0.14087E-20 0.10903E-21 0.90892E-20
0.37217E-03 0.14305E-20 0.11071E-21 0.92299E-20
0.38084E-03 0.14526E-20 0.11243E-21 0.93727E-20
0.38971E-03 0.14751E-20 0.11417E-21 0.95177E-20
0.39879E-03 0.14979E-20 0.11593E-21 0.96650E-20
0.40808E-03 0.15211E-20 0.11773E-21 0.98146E-20
0.41759E-03 0.15447E-20 0.11955E-21 0.99664E-20
0.42732E-03 0.15686E-20 0.12140E-21 0.10121E-19
0.43728E-03 0.15928E-20 0.12328E-21 0.10277E-19
0.44747E-03 0.16175E-20 0.12518E-21 0.10436E-19
0.45789E-03 0.16425E-20 0.12712E-21 0.10598E-19
0.46856E-03 0.16679E-20 0.12909E-21 0.10762E-19
0.47948E-03 0.16937E-20 0.13109E-21 0.10928E-19
0.49065E-03 0.17199E-20 0.13311E-21 0.11097E-19
0.50208E-03 0.17465E-20 0.13517E-21 0.11269E-19
0.51378E-03 0.17736E-20 0.13727E-21 0.11443E-19
0.52575E-03 0.18010E-20 0.13939E-21 0.11621E-19
0.53800E-03 0.18289E-20 0.14155E-21 0.11800E-19
0.55054E-03 0.18572E-20 0.14374E-21 0.11983E-19
0.56337E-03 0.18859E-20 0.14596E-21 0.12168E-19
0.57649E-03 0.19151E-20 0.14822E-21 0.12357E-19
0.58993E-03 0.19447E-20 0.15051E-21 0.12548E-19
0.60367E-03 0.19748E-20 0.15284E-21 0.12742E-19
0.61774E-03 0.20054E-20 0.15521E-21 0.12939E-19
0.63213E-03 0.20364E-20 0.15761E-21 0.13139E-19
0.64686E-03 0.20679E-20 0.16005E-21 0.13343E-19
0.66193E-03 0.20999E-20 0.16252E-21 0.13549E-19
0.67735E-03 0.21324E-20 0.16504E-21 0.13759E-19
0.69314E-03 0.21654E-20 0.16759E-21 0.13972E-19
0.70929E-03 0.21989E-20 0.17019E-21 0.14188E-19
0.72581E-03 0.22329E-20 0.17282E-21 0.14407E-19
0.74272E-03 0.22675E-20 0.17549E-21 0.14630E-19
0.76003E-03 0.23026E-20 0.17821E-21 0.14857E-19
0.77774E-03 0.23382E-20 0.18097E-21 0.15087E-19
0.79586E-03 0.23744E-20 0.18377E-21 0.15320E-19
0.81440E-03 0.24111E-20 0.18661E-21 0.15557E-19
0.83338E-03 0.24484E-20 0.18950E-21 0.15798E-19
0.85280E-03 0.24863E-20 0.19243E-21 0.16042E-19
0.87267E-03 0.25248E-20 0.19541E-21 0.16291E-19
0.89300E-03 0.25639E-20 0.19843E-21 0.16543E-19
0.91381E-03 0.26035E-20 0.20150E-21 0.16799E-19
0.93510E-03 0.26438E-20 0.20462E-21 0.17059E-19
0.95689E-03 0.26847E-20 0.20779E-21 0.17322E-19
0.97918E-03 0.27263E-20 0.21100E-21 0.17591E-19
0.10020E-02 0.27685E-20 0.21427E-21 0.17863E-19
0.10253E-02 0.28113E-20 0.21758E-21 0.18139E-19
0.10492E-02 0.28548E-20 0.22095E-21 0.18420E-19
0.10737E-02 0.28990E-20 0.22437E-21 0.18705E-19
0.10987E-02 0.29438E-20 0.22784E-21 0.18994E-19
0.11243E-02 0.29894E-20 0.23136E-21 0.19288E-19
0.11505E-02 0.30356E-20 0.23494E-21 0.19587E-19
0.11773E-02 0.30826E-20 0.23858E-21 0.19890E-19
0.12047E-02 0.31303E-20 0.24227E-21 0.20197E-19
0.12328E-02 0.31788E-20 0.24602E-21 0.20510E-19
0.12615E-02 0.32279E-20 0.24983E-21 0.20827E-19
0.12909E-02 0.32779E-20 0.25369E-21 0.21150E-19
0.13210E-02 0.33286E-20 0.25762E-21 0.21477E-19
0.13518E-02 0.33801E-20 0.26160E-21 0.21809E-19
0.13833E-02 0.34324E-20 0.26565E-21 0.22147E-19
0.14155E-02 0.34855E-20 0.26976E-21 0.22489E-19
0.14485E-02 0.35395E-20 0.27394E-21 0.22837E-19
0.14822E-02 0.35942E-20 0.27818E-21 0.23191E-19
0.15168E-02 0.36499E-20 0.28248E-21 0.23550E-19
0.15521E-02 0.37063E-20 0.28685E-21 0.23914E-19
0.15883E-02 0.37637E-20 0.29129E-21 0.24284E-19
0.16253E-02 0.38219E-20 0.29580E-21 0.24660E-19
0.16632E-02 0.38811E-20 0.30037E-21 0.25041E-19
0.17019E-02 0.39411E-20 0.30502E-21 0.25429E-19
0.17416E-02 0.40021E-20 0.30974E-21 0.25822E-19
0.17821E-02 0.40640E-20 0.31453E-21 0.26222E-19
0.18237E-02 0.41269E-20 0.31940E-21 0.26628E-19
0.18662E-02 0.41908E-20 0.32434E-21 0.27040E-19
0.19096E-02 0.42556E-20 0.32936E-21 0.27458E-19
0.19541E-02 0.43215E-20 0.33446E-21 0.27883E-19
0.19997E-02 0.43883E-20 0.33963E-21 0.28314E-19
0.20462E-02 0.44562E-20 0.34489E-21 0.28753E-19
0.20939E-02 0.45252E-20 0.35023E-21 0.29197E-19
0.21427E-02 0.45952E-20 0.35565E-21 0.29649E-19
