# frequency, hf_mean, hf_min, hf_max
0.21926E-02 0.46663E-20 0.36115E-21 0.30108E-19
0.22437E-02 0.47385E-20 0.36674E-21 0.30574E-19
0.22960E-02 0.48118E-20 0.37241E-21 0.31047E-19
0.23495E-02 0.48863E-20 0.37817E-21 0.31527E-19
0.24042E-02 0.49619E-20 0.38403E-21 0.32015E-19
0.24603E-02 0.50387E-20 0.38997E-21 0.32511E-19
0.25176E-02 0.51166E-20 0.39600E-21 0.33014E-19
0.25763E-02 0.51958E-20 0.40213E-21 0.33525E-19
0.26363E-02 0.52762E-20 0.40835E-21 0.34043E-19
0.26977E-02 0.53579E-20 0.41467E-21 0.34570E-19
0.27606E-02 0.54408E-20 0.42109E-21 0.35105E-19
0.28249E-02 0.55250E-20 0.42760E-21 0.35648E-19
0.28907E-02 0.56104E-20 0.43422E-21 0.36200E-19
0.29581E-02 0.56973E-20 0.44094E-21 0.36760E-19
0.30270E-02 0.57854E-20 0.44776E-21 0.37329E-19
0.30975E-02 0.58749E-20 0.45469E-21 0.37906E-19
0.31697E-02 0.59658E-20 0.46173E-21 0.38493E-19
0.32435E-02 0.60582E-20 0.46887E-21 0.39089E-19
0.33191E-02 0.61519E-20 0.47613E-21 0.39693E-19
0.33964E-02 0.62471E-20 0.48349E-21 0.40308E-19
0.34756E-02 0.63438E-20 0.49097E-21 0.40931E-19
0.35566E-02 0.64419E-20 0.49857E-21 0.41565E-19
0.36394E-02 0.65416E-20 0.50629E-21 0.42208E-19
0.37242E-02 0.66428E-20 0.51412E-21 0.42861E-19
0.38110E-02 0.67456E-20 0.52208E-21 0.43524E-19
0.38998E-02 0.68500E-20 0.53015E-21 0.44198E-19
0.39907E-02 0.69560E-20 0.53836E-21 0.44881E-19
0.40836E-02 0.70636E-20 0.54669E-21 0.45576E-19
0.41788E-02 0.71729E-20 0.55515E-21 0.46281E-19
0.42762E-02 0.72839E-20 0.56374E-21 0.46997E-19
0.43758E-02 0.73966E-20 0.57246E-21 0.47725E-19
0.44777E-02 0.75111E-20 0.58132E-21 0.48463E-19
0.45821E-02 0.76273E-20 0.59031E-21 0.49213E-19
0.46888E-02 0.77453E-20 0.59945E-21 0.49974E-19
0.47981E-02 0.78652E-20 0.60872E-21 0.50748E-19
0.49099E-02 0.79869E-20 0.61814E-21 0.51533E-19
0.50243E-02 0.81105E-20 0.62771E-21 0.52330E-19
0.51414E-02 0.82359E-20 0.63742E-21 0.53140E-19
0.52611E-02 0.83634E-20 0.64728E-21 0.53962E-19
0.53837E-02 0.84928E-20 0.65730E-21 0.54797E-19
0.55092E-02 0.86242E-20 0.66747E-21 0.55645E-19
0.56375E-02 0.87577E-20 0.67780E-21 0.56506E-19
0.57689E-02 0.88932E-20 0.68829E-21 0.57381E-19
0.59033E-02 0.90308E-20 0.69894E-21 0.58269E-19
0.60409E-02 0.91705E-20 0.70975E-21 0.59170E-19
0.61816E-02 0.93124E-20 0.72073E-21 0.60086E-19
0.63256E-02 0.94565E-20 0.73189E-21 0.61015E-19
0.64730E-02 0.96028E-20 0.74321E-21 0.61960E-19
0.66238E-02 0.97514E-20 0.75471E-21 0.62918E-19
0.67782E-02 0.99023E-20 0.76639E-21 0.63892E-19
0.69361E-02 0.10056E-19 0.77825E-21 0.64881E-19
0.70977E-02 0.10211E-19 0.79029E-21 0.65884E-19
0.72631E-02 0.10369E-19 0.80252E-21 0.66904E-19
0.74323E-02 0.10530E-19 0.81494E-21 0.67939E-19
0.76055E-02 0.10693E-19 0.82755E-21 0.68990E-19
0.77827E-02 0.10858E-19 0.84035E-21 0.70058E-19
0.79641E-02 0.11026E-19 0.85336E-21 0.71142E-19
0.81496E-02 0.11197E-19 0.86656E-21 0.72243E-19
0.83395E-02 0.11370E-19 0.87997E-21 0.73361E-19
0.85338E-02 0.11546E-19 0.89359E-21 0.74496E-19
0.87326E-02 0.11724E-19 0.90741E-21 0.75649E-19
0.89361E-02 0.11906E-19 0.92145E-21 0.76819E-19
0.91443E-02 0.12090E-19 0.93571E-21 0.78008E-19
0.93574E-02 0.12277E-19 0.95019E-21 0.79215E-19
0.95754E-02 0.12467E-19 0.96489E-21 0.80441E-19
0.97985E-02 0.12660E-19 0.97982E-21 0.81685E-19
0.10027E-01 0.12856E-19 0.99499E-21 0.82949E-19
0.10260E-01 0.13055E-19 0.10104E-20 0.84233E-19
0.10500E-01 0.13257E-19 0.10260E-20 0.85536E-19
0.10744E-01 0.13462E-19 0.10419E-20 0.86860E-19
0.10995E-01 0.13670E-19 0.10580E-20 0.88204E-19
0.11251E-01 0.13882E-19 0.10744E-20 0.89569E-19
0.11513E-01 0.14097E-19 0.10910E-20 0.90955E-19
0.11781E-01 0.14315E-19 0.11079E-20 0.92362E-19
0.12056E-01 0.14536E-19 0.11250E-20 0.93791E-19
0.12336E-01 0.14761E-19 0.11424E-20 0.95243E-19
0.12624E-01 0.14990E-19 0.11601E-20 0.96716E-19
0.12918E-01 0.15222E-19 0.11781E-20 0.98213E-19
0.13219E-01 0.15457E-19 0.11963E-20 0.99732E-19
0.13527E-01 0.15696E-19 0.12148E-20 0.10128E-18
0.13842E-01 0.15939E-19 0.12336E-20 0.10284E-18
0.14165E-01 0.16186E-19 0.12527E-20 0.10443E-18
0.14495E-01 0.16436E-19 0.12721E-20 0.10605E-18
0.14833E-01 0.16691E-19 0.12918E-20 0.10769E-18
0.15178E-01 0.16949E-19 0.13118E-20 0.10936E-18
0.15532E-01 0.17211E-19 0.13321E-20 0.11105E-18
0.15894E-01 0.17477E-19 0.13527E-20 0.11277E-18
0.16264E-01 0.17748E-19 0.13736E-20 0.11451E-18
0.16643E-01 0.18022E-19 0.13948E-20 0.11628E-18
0.17031E-01 0.18301E-19 0.14164E-20 0.11808E-18
0.17428E-01 0.18585E-19 0.14384E-20 0.11991E-18
0.17834E-01 0.18872E-19 0.14606E-20 0.12177E-18
0.18249E-01 0.19164E-19 0.14832E-20 0.12365E-18
0.18674E-01 0.19461E-19 0.15062E-20 0.12556E-18
0.19109E-01 0.19762E-19 0.15295E-20 0.12751E-18
0.19555E-01 0.20068E-19 0.15531E-20 0.12948E-18
0.20010E-01 0.20378E-19 0.15772E-20 0.13148E-18
0.20477E-01 0.20693E-19 0.16016E-20 0.13352E-18
0.20954E-01 0.21014E-19 0.16263E-20 0.13558E-18
0.21442E-01 0.21339E-19 0.16515E-20 0.13768E-18
0.21941E-01 0.21669E-19 0.16771E-20 0.13981E-18
0.22453E-01 0.22004E-19 0.17030E-20 0.14198E-18
0.22976E-01 0.22345E-19 0.17294E-20 0.14417E-18
0.23511E-01 0.22691E-19 0.17561E-20 0.14640E-18
0.24059E-01 0.23042E-19 0.17833E-20 0.14867E-18
0.24620E-01 0.23398E-19 0.18109E-20 0.15097E-18
0.25193E-01 0.23760E-19 0.18389E-20 0.15331E-18
0.25780E-01 0.24128E-19 0.18674E-20 0.15568E-18
0.26381E-01 0.24501E-19 0.18963E-20 0.15809E-18
0.26996E-01 0.24880E-19 0.19256E-20 0.16053E-18
0.27625E-01 0.25265E-19 0.19554E-20 0.16302E-18
0.28268E-01 0.25656E-19 0.19857E-20 0.16554E-18
0.28927E-01 0.26053E-19 0.20164E-20 0.16810E-18
0.29601E-01 0.26456E-19 0.20476E-20 0.17070E-18
0.30291E-01 0.26866E-19 0.20793E-20 0.17334E-18
0.30996E-01 0.27282E-19 0.21115E-20 0.17603E-18
0.31718E-01 0.27704E-19 0.21441E-20 0.17875E-18
0.32458E-01 0.28132E-19 0.21773E-20 0.18152E-18
0.33214E-01 0.28568E-19 0.22110E-20 0.18432E-18
0.33988E-01 0.29010E-19 0.22452E-20 0.18718E-18
0.34780E-01 0.29459E-19 0.22799E-20 0.19007E-18
0.35590E-01 0.29914E-19 0.23152E-20 0.19301E-18
0.36419E-01 0.30377E-19 0.23510E-20 0.19600E-18
0.37268E-01 0.30847E-19 0.23874E-20 0.19903E-18
0.38136E-01 0.31325E-19 0.24244E-20 0.20211E-18
0.39025E-01 0.31809E-19 0.24619E-20 0.20524E-18
0.39934E-01 0.32302E-19 0.25000E-20 0.20842E-18
0.40864E-01 0.32801E-19 0.25387E-20 0.21164E-18
0.41817E-01 0.33309E-19 0.25779E-20 0.21492E-18
0.42791E-01 0.33824E-19 0.26178E-20 0.21824E-18
0.43788E-01 0.34348E-19 0.26583E-20 0.22162E-18
0.44808E-01 0.34879E-19 0.26995E-20 0.22505E-18
0.45852E-01 0.35419E-19 0.27412E-20 0.22853E-18
0.46921E-01 0.35967E-19 0.27837E-20 0.23207E-18
0.48014E-01 0.36524E-19 0.28267E-20 0.23566E-18
0.49133E-01 0.37089E-19 0.28705E-20 0.23930E-18
0.50277E-01 0.37663E-19 0.29149E-20 0.24301E-18
0.51449E-01 0.38245E-19 0.29600E-20 0.24677E-18
0.52648E-01 0.38837E-19 0.30058E-20 0.25059E-18
0.53874E-01 0.39438E-19 0.30523E-20 0.25446E-18
0.55129E-01 0.40048E-19 0.30995E-20 0.25840E-18
0.56414E-01 0.40668E-19 0.31475E-20 0.26240E-18
0.57728E-01 0.41297E-19 0.31962E-20 0.26646E-18
0.59074E-01 0.41936E-19 0.32457E-20 0.27058E-18
0.60450E-01 0.42585E-19 0.32959E-20 0.27477E-18
0.61858E-01 0.43244E-19 0.33469E-20 0.27902E-18
0.63300E-01 0.43913E-19 0.33987E-20 0.28334E-18
0.64775E-01 0.44593E-19 0.34513E-20 0.28772E-18
0.66284E-01 0.45283E-19 0.35047E-20 0.29217E-18
0.67828E-01 0.45984E-19 0.35589E-20 0.29670E-18
0.69409E-01 0.46695E-19 0.36140E-20 0.30129E-18
0.71026E-01 0.47418E-19 0.36699E-20 0.30595E-18
0.72681E-01 0.48151E-19 0.37267E-20 0.31068E-18
0.74374E-01 0.48896E-19 0.37843E-20 0.31549E-18
0.76107E-01 0.49653E-19 0.38429E-20 0.32037E-18
0.77880E-01 0.50421E-19 0.39024E-20 0.32533E-18
0.79695E-01 0.51202E-19 0.39627E-20 0.33036E-18
0.81552E-01 0.51994E-19 0.40241E-20 0.33547E-18
0.83452E-01 0.52798E-19 0.40863E-20 0.34067E-18
0.85397E-01 0.53615E-19 0.41496E-20 0.34594E-18
0.87386E-01 0.54445E-19 0.42138E-20 0.35129E-18
0.89422E-01 0.55287E-19 0.42790E-20 0.35673E-18
0.91506E-01 0.56143E-19 0.43452E-20 0.36225E-18
0.93638E-01 0.57012E-19 0.44124E-20 0.36785E-18
0.95820E-01 0.57894E-19 0.44807E-20 0.37354E-18
0.98034E-01 0.58782E-19 0.45494E-20 0.37927E-18
0.10030E+00 0.59684E-19 0.46192E-20 0.38509E-18
0.10262E+00 0.60600E-19 0.46901E-20 0.39100E-18
0.10499E+00 0.61530E-19 0.47621E-20 0.39700E-18
0.10741E+00 0.62474E-19 0.48352E-20 0.40310E-18
0.10989E+00 0.63433E-19 0.49094E-20 0.40928E-18
0.11243E+00 0.64406E-19 0.49847E-20 0.41556E-18
0.11503E+00 0.65394E-19 0.50612E-20 0.42194E-18
0.11769E+00 0.66398E-19 0.51388E-20 0.42841E-18
0.12041E+00 0.67417E-19 0.52177E-20 0.43499E-18
0.12319E+00 0.68451E-19 0.52978E-20 0.44166E-18
0.12604E+00 0.69501E-19 0.53791E-20 0.44844E-18
0.12895E+00 0.70568E-19 0.54616E-20 0.45532E-18
0.13193E+00 0.71651E-19 0.55454E-20 0.46231E-18
0.13498E+00 0.72750E-19 0.56305E-20 0.46940E-18
0.13809E+00 0.73866E-19 0.57169E-20 0.47660E-18
0.14129E+00 0.75000E-19 0.58046E-20 0.48391E-18
0.14455E+00 0.76151E-19 0.58937E-20 0.49134E-18
0.14789E+00 0.77319E-19 0.59841E-20 0.49888E-18
0.15131E+00 0.78506E-19 0.60759E-20 0.50653E-18
0.15480E+00 0.79710E-19 0.61692E-20 0.51431E-18
0.15838E+00 0.80933E-19 0.62638E-20 0.52220E-18
0.16204E+00 0.82175E-19 0.63600E-20 0.53021E-18
0.16578E+00 0.83436E-19 0.64575E-20 0.53835E-18
0.16961E+00 0.84717E-19 0.65566E-20 0.54661E-18
0.17353E+00 0.86016E-19 0.66572E-20 0.55500E-18
0.17754E+00 0.87336E-19 0.67594E-20 0.56351E-18
0.18164E+00 0.88677E-19 0.68631E-20 0.57216E-18
0.18584E+00 0.90037E-19 0.69684E-20 0.58094E-18
0.19013E+00 0.91419E-19 0.70753E-20 0.58985E-18
0.19270E+00 0.92241E-19 0.71390E-20 0.59516E-18
0.19531E+00 0.93070E-19 0.72031E-20 0.60051E-18
0.19795E+00 0.93907E-19 0.72679E-20 0.60591E-18
0.20062E+00 0.94751E-19 0.73332E-20 0.61135E-18
0.20334E+00 0.95603E-19 0.73992E-20 0.61685E-18
0.20608E+00 0.96462E-19 0.74657E-20 0.62239E-18
0.20887E+00 0.97329E-19 0.75328E-20 0.62799E-18
0.21169E+00 0.98204E-19 0.76005E-20 0.63364E-18
0.21455E+00 0.99087E-19 0.76689E-20 0.63933E-18
0.21745E+00 0.99978E-19 0.77378E-20 0.64508E-18
0.22039E+00 0.10088E-18 0.78074E-20 0.65088E-18
0.22337E+00 0.10178E-18 0.78775E-20 0.65673E-18
0.22639E+00 0.10270E-18 0.79484E-20 0.66263E-18
0.22945E+00 0.10362E-18 0.80198E-20 0.66859E-18
0.23255E+00 0.10455E-18 0.80919E-20 0.67460E-18
0.23569E+00 0.10549E-18 0.81647E-20 0.68067E-18
0.23888E+00 0.10644E-18 0.82381E-20 0.68679E-18
0.24211E+00 0.10740E-18 0.83121E-20 0.69296E-18
0.24538E+00 0.10836E-18 0.83869E-20 0.69919E-18
0.24870E+00 0.10934E-18 0.84623E-20 0.70548E-18
0.25206E+00 0.11032E-18 0.85383E-20 0.71182E-18
0.25546E+00 0.11131E-18 0.86151E-20 0.71822E-18
0.25892E+00 0.11231E-18 0.86926E-20 0.72467E-18
0.26242E+00 0.11332E-18 0.87707E-20 0.73119E-18
0.26596E+00 0.11434E-18 0.88496E-20 0.73776E-18
0.26956E+00 0.11537E-18 0.89291E-20 0.74440E-18
0.27320E+00 0.11641E-18 0.90094E-20 0.75109E-18
0.27689E+00 0.11745E-18 0.90904E-20 0.75784E-18
0.28064E+00 0.11851E-18 0.91721E-20 0.76465E-18
0.28443E+00 0.11958E-18 0.92546E-20 0.77153E-18
0.28716E+00 0.12034E-18 0.93136E-20 0.77645E-18
0.28991E+00 0.12111E-18 0.93731E-20 0.78141E-18
0.29269E+00 0.12188E-18 0.94329E-20 0.78640E-18
0.29550E+00 0.12266E-18 0.94931E-20 0.79142E-18
0.29833E+00 0.12344E-18 0.95537E-20 0.79647E-18
0.30119E+00 0.12423E-18 0.96147E-20 0.80155E-18
0.30408E+00 0.12502E-18 0.96761E-20 0.80667E-18
0.30699E+00 0.12582E-18 0.97378E-20 0.81182E-18
0.30994E+00 0.12662E-18 0.98000E-20 0.81700E-18
0.31291E+00 0.12743E-18 0.98625E-20 0.82221E-18
0.31591E+00 0.12824E-18 0.99255E-20 0.82746E-18
0.31894E+00 0.12906E-18 0.99888E-20 0.83274E-18
0.32200E+00 0.12989E-18 0.10053E-19 0.83806E-18
0.32509E+00 0.13072E-18 0.10117E-19 0.84341E-18
0.32820E+00 0.13155E-18 0.10181E-19 0.84879E-18
0.33135E+00 0.13239E-18 0.10246E-19 0.85421E-18
0.33453E+00 0.13323E-18 0.10312E-19 0.85966E-18
0.33774E+00 0.13409E-18 0.10378E-19 0.86515E-18
0.34098E+00 0.13494E-18 0.10444E-19 0.87067E-18
0.34425E+00 0.13580E-18 0.10510E-19 0.87622E-18
0.34755E+00 0.13667E-18 0.10577E-19 0.88182E-18
0.35088E+00 0.13754E-18 0.10645E-19 0.88745E-18
0.35424E+00 0.13842E-18 0.10713E-19 0.89311E-18
0.35764E+00 0.13930E-18 0.10781E-19 0.89881E-18
0.36107E+00 0.14019E-18 0.10850E-19 0.90455E-18
0.36453E+00 0.14109E-18 0.10919E-19 0.91032E-18
0.36803E+00 0.14199E-18 0.10989E-19 0.91613E-18
0.37156E+00 0.14289E-18 0.11059E-19 0.92198E-18
0.37512E+00 0.14381E-18 0.11130E-19 0.92786E-18
0.37872E+00 0.14472E-18 0.11201E-19 0.93379E-18
0.38153E+00 0.14544E-18 0.11256E-19 0.93841E-18
0.38437E+00 0.14616E-18 0.11312E-19 0.94306E-18
0.38723E+00 0.14688E-18 0.11368E-19 0.94773E-18
0.39011E+00 0.14761E-18 0.11424E-19 0.95242E-18
0.39301E+00 0.14834E-18 0.11481E-19 0.95714E-18
0.39594E+00 0.14908E-18 0.11538E-19 0.96188E-18
0.39888E+00 0.14982E-18 0.11595E-19 0.96664E-18
0.40185E+00 0.15056E-18 0.11652E-19 0.97143E-18
0.40484E+00 0.15130E-18 0.11710E-19 0.97624E-18
0.40785E+00 0.15205E-18 0.11768E-19 0.98108E-18
0.41088E+00 0.15281E-18 0.11826E-19 0.98594E-18
0.41394E+00 0.15356E-18 0.11885E-19 0.99082E-18
0.41702E+00 0.15432E-18 0.11944E-19 0.99573E-18
0.42012E+00 0.15509E-18 0.12003E-19 0.10007E-17
0.42324E+00 0.15586E-18 0.12062E-19 0.10056E-17
0.42639E+00 0.15663E-18 0.12122E-19 0.10106E-17
0.42956E+00 0.15740E-18 0.12182E-19 0.10156E-17
0.43276E+00 0.15818E-18 0.12243E-19 0.10206E-17
0.43598E+00 0.15897E-18 0.12303E-19 0.10257E-17
0.43922E+00 0.15975E-18 0.12364E-19 0.10308E-17
0.44249E+00 0.16054E-18 0.12425E-19 0.10359E-17
0.44578E+00 0.16134E-18 0.12487E-19 0.10410E-17
0.44910E+00 0.16214E-18 0.12549E-19 0.10462E-17
0.45244E+00 0.16294E-18 0.12611E-19 0.10513E-17
0.45580E+00 0.16375E-18 0.12673E-19 0.10565E-17
0.45919E+00 0.16456E-18 0.12736E-19 0.10618E-17
0.46261E+00 0.16537E-18 0.12799E-19 0.10670E-17
0.46605E+00 0.16619E-18 0.12863E-19 0.10723E-17
0.46951E+00 0.16702E-18 0.12926E-19 0.10776E-17
0.47301E+00 0.16784E-18 0.12990E-19 0.10830E-17
0.47588E+00 0.16852E-18 0.13043E-19 0.10873E-17
0.47877E+00 0.16921E-18 0.13096E-19 0.10918E-17
0.48168E+00 0.16989E-18 0.13149E-19 0.10962E-17
0.48461E+00 0.17058E-18 0.13202E-19 0.11006E-17
0.48756E+00 0.17127E-18 0.13255E-19 0.11051E-17
0.49052E+00 0.17196E-18 0.13309E-19 0.11095E-17
0.49350E+00 0.17266E-18 0.13363E-19 0.11140E-17
0.49650E+00 0.17336E-18 0.13417E-19 0.11185E-17
0.49952E+00 0.17406E-18 0.13471E-19 0.11231E-17
0.50255E+00 0.17476E-18 0.13526E-19 0.11276E-17
0.50561E+00 0.17547E-18 0.13581E-19 0.11322E-17
0.50868E+00 0.17618E-18 0.13635E-19 0.11368E-17
0.51177E+00 0.17689E-18 0.13691E-19 0.11414E-17
0.51488E+00 0.17761E-18 0.13746E-19 0.11460E-17
0.51801E+00 0.17833E-18 0.13802E-19 0.11506E-17
0.52116E+00 0.17905E-18 0.13858E-19 0.11553E-17
0.52433E+00 0.17977E-18 0.13914E-19 0.11599E-17
0.52751E+00 0.18050E-18 0.13970E-19 0.11646E-17
0.53072E+00 0.18123E-18 0.14027E-19 0.11694E-17
0.53394E+00 0.18197E-18 0.14083E-19 0.11741E-17
0.53719E+00 0.18270E-18 0.14140E-19 0.11788E-17
0.54045E+00 0.18344E-18 0.14198E-19 0.11836E-17
0.54374E+00 0.18419E-18 0.14255E-19 0.11884E-17
0.54704E+00 0.18493E-18 0.14313E-19 0.11932E-17
0.55037E+00 0.18568E-18 0.14371E-19 0.11980E-17
0.55371E+00 0.18643E-18 0.14429E-19 0.12029E-17
0.55708E+00 0.18719E-18 0.14487E-19 0.12078E-17
0.56046E+00 0.18794E-18 0.14546E-19 0.12126E-17
0.56387E+00 0.18870E-18 0.14605E-19 0.12176E-17
0.56729E+00 0.18947E-18 0.14664E-19 0.12225E-17
0.57021E+00 0.19012E-18 0.14714E-19 0.12267E-17
0.57314E+00 0.19077E-18 0.14764E-19 0.12309E-17
0.57608E+00 0.19142E-18 0.14815E-19 0.12351E-17
0.57904E+00 0.19207E-18 0.14866E-19 0.12393E-17
0.58202E+00 0.19273E-18 0.14916E-19 0.12435E-17
0.58501E+00 0.19339E-18 0.14968E-19 0.12478E-17
0.58802E+00 0.19405E-18 0.15019E-19 0.12521E-17
0.59104E+00 0.19472E-18 0.15070E-19 0.12564E-17
0.59408E+00 0.19538E-18 0.15122E-19 0.12607E-17
0.59713E+00 0.19605E-18 0.15174E-19 0.12650E-17
0.60020E+00 0.19672E-18 0.15225E-19 0.12693E-17
0.60328E+00 0.19740E-18 0.15278E-19 0.12736E-17
0.60638E+00 0.19807E-18 0.15330E-19 0.12780E-17
0.60950E+00 0.19875E-18 0.15382E-19 0.12824E-17
0.61263E+00 0.19943E-18 0.15435E-19 0.12868E-17
0.61578E+00 0.20011E-18 0.15488E-19 0.12912E-17
0.61894E+00 0.20080E-18 0.15541E-19 0.12956E-17
0.62212E+00 0.20149E-18 0.15594E-19 0.13000E-17
0.62532E+00 0.20218E-18 0.15647E-19 0.13045E-17
0.62853E+00 0.20287E-18 0.15701E-19 0.13089E-17
0.63176E+00 0.20356E-18 0.15755E-19 0.13134E-17
0.63501E+00 0.20426E-18 0.15809E-19 0.13179E-17
0.63827E+00 0.20496E-18 0.15863E-19 0.13224E-17
0.64155E+00 0.20566E-18 0.15917E-19 0.13270E-17
0.64484E+00 0.20636E-18 0.15971E-19 0.13315E-17
0.64816E+00 0.20707E-18 0.16026E-19 0.13361E-17
0.65149E+00 0.20778E-18 0.16081E-19 0.13406E-17
0.65484E+00 0.20849E-18 0.16136E-19 0.13452E-17
0.65820E+00 0.20920E-18 0.16191E-19 0.13498E-17
0.66158E+00 0.20992E-18 0.16247E-19 0.13544E-17
0.66453E+00 0.21054E-18 0.16295E-19 0.13585E-17
0.66749E+00 0.21117E-18 0.16343E-19 0.13625E-17
0.67046E+00 0.21179E-18 0.16392E-19 0.13665E-17
0.67344E+00 0.21242E-18 0.16440E-19 0.13706E-17
0.67644E+00 0.21305E-18 0.16489E-19 0.13746E-17
0.67945E+00 0.21368E-18 0.16538E-19 0.13787E-17
0.68247E+00 0.21431E-18 0.16587E-19 0.13828E-17
0.68551E+00 0.21495E-18 0.16636E-19 0.13869E-17
0.68856E+00 0.21559E-18 0.16685E-19 0.13910E-17
0.69163E+00 0.21623E-18 0.16735E-19 0.13951E-17
0.69471E+00 0.21687E-18 0.16784E-19 0.13993E-17
0.69780E+00 0.21751E-18 0.16834E-19 0.14034E-17
0.70090E+00 0.21816E-18 0.16884E-19 0.14076E-17
0.70402E+00 0.21880E-18 0.16934E-19 0.14118E-17
0.70716E+00 0.21945E-18 0.16984E-19 0.14159E-17
0.71030E+00 0.22010E-18 0.17035E-19 0.14201E-17
0.71347E+00 0.22076E-18 0.17085E-19 0.14244E-17
0.71664E+00 0.22141E-18 0.17136E-19 0.14286E-17
0.71983E+00 0.22207E-18 0.17187E-19 0.14328E-17
0.72304E+00 0.22272E-18 0.17238E-19 0.14371E-17
0.72625E+00 0.22339E-18 0.17289E-19 0.14413E-17
0.72949E+00 0.22405E-18 0.17340E-19 0.14456E-17
0.73273E+00 0.22471E-18 0.17392E-19 0.14499E-17
0.73599E+00 0.22538E-18 0.17443E-19 0.14542E-17
0.73927E+00 0.22605E-18 0.17495E-19 0.14585E-17
0.74256E+00 0.22672E-18 0.17547E-19 0.14628E-17
0.74587E+00 0.22739E-18 0.17599E-19 0.14672E-17
0.74919E+00 0.22806E-18 0.17651E-19 0.14715E-17
0.75252E+00 0.22874E-18 0.17703E-19 0.14759E-17
0.75587E+00 0.22942E-18 0.17756E-19 0.14803E-17
0.75884E+00 0.23002E-18 0.17802E-19 0.14841E-17
0.76182E+00 0.23062E-18 0.17849E-19 0.14880E-17
0.76481E+00 0.23122E-18 0.17895E-19 0.14919E-17
0.76781E+00 0.23183E-18 0.17942E-19 0.14958E-17
0.77083E+00 0.23243E-18 0.17989E-19 0.14997E-17
0.77385E+00 0.23304E-18 0.18036E-19 0.15036E-17
0.77689E+00 0.23365E-18 0.18083E-19 0.15076E-17
0.77994E+00 0.23426E-18 0.18131E-19 0.15115E-17
0.78300E+00 0.23488E-18 0.18178E-19 0.15155E-17
0.78608E+00 0.23549E-18 0.18226E-19 0.15194E-17
0.78916E+00 0.23611E-18 0.18273E-19 0.15234E-17
0.79226E+00 0.23672E-18 0.18321E-19 0.15274E-17
0.79537E+00 0.23734E-18 0.18369E-19 0.15314E-17
0.79849E+00 0.23796E-18 0.18417E-19 0.15354E-17
0.80163E+00 0.23859E-18 0.18465E-19 0.15394E-17
0.80478E+00 0.23921E-18 0.18514E-19 0.15434E-17
0.80794E+00 0.23984E-18 0.18562E-19 0.15475E-17
0.81111E+00 0.24046E-18 0.18611E-19 0.15515E-17
0.81429E+00 0.24109E-18 0.18659E-19 0.15556E-17
0.81749E+00 0.24172E-18 0.18708E-19 0.15596E-17
0.82070E+00 0.24235E-18 0.18757E-19 0.15637E-17
0.82392E+00 0.24299E-18 0.18806E-19 0.15678E-17
0.82716E+00 0.24362E-18 0.18855E-19 0.15719E-17
0.83040E+00 0.24426E-18 0.18905E-19 0.15760E-17
0.83366E+00 0.24490E-18 0.18954E-19 0.15801E-17
0.83694E+00 0.24554E-18 0.19004E-19 0.15843E-17
0.84022E+00 0.24618E-18 0.19053E-19 0.15884E-17
0.84352E+00 0.24683E-18 0.19103E-19 0.15926E-17
0.84683E+00 0.24747E-18 0.19153E-19 0.15967E-17
0.85016E+00 0.24812E-18 0.19203E-19 0.16009E-17
0.85314E+00 0.24870E-18 0.19248E-19 0.16047E-17
0.85614E+00 0.24928E-18 0.19293E-19 0.16084E-17
0.85915E+00 0.24987E-18 0.19338E-19 0.16122E-17
0.86216E+00 0.25045E-18 0.19384E-19 0.16160E-17
0.86519E+00 0.25104E-18 0.19429E-19 0.16197E-17
0.86823E+00 0.25162E-18 0.19474E-19 0.16235E-17
0.87128E+00 0.25221E-18 0.19520E-19 0.16273E-17
0.87434E+00 0.25280E-18 0.19566E-19 0.16311E-17
0.87741E+00 0.25339E-18 0.19611E-19 0.16350E-17
0.88049E+00 0.25399E-18 0.19657E-19 0.16388E-17
0.88358E+00 0.25458E-18 0.19703E-19 0.16426E-17
0.88669E+00 0.25518E-18 0.19749E-19 0.16465E-17
0.88980E+00 0.25577E-18 0.19796E-19 0.16503E-17
0.89293E+00 0.25637E-18 0.19842E-19 0.16542E-17
0.89606E+00 0.25697E-18 0.19888E-19 0.16580E-17
0.89921E+00 0.25757E-18 0.19935E-19 0.16619E-17
0.90237E+00 0.25818E-18 0.19982E-19 0.16658E-17
0.90554E+00 0.25878E-18 0.20028E-19 0.16697E-17
0.90872E+00 0.25939E-18 0.20075E-19 0.16736E-17
0.91191E+00 0.25999E-18 0.20122E-19 0.16775E-17
0.91511E+00 0.26060E-18 0.20169E-19 0.16815E-17
0.91833E+00 0.26121E-18 0.20216E-19 0.16854E-17
0.92155E+00 0.26182E-18 0.20264E-19 0.16893E-17
0.92479E+00 0.26244E-18 0.20311E-19 0.16933E-17
0.92803E+00 0.26305E-18 0.20359E-19 0.16973E-17
0.93129E+00 0.26367E-18 0.20406E-19 0.17012E-17
0.93456E+00 0.26428E-18 0.20454E-19 0.17052E-17
0.93785E+00 0.26490E-18 0.20502E-19 0.17092E-17
0.94114E+00 0.26552E-18 0.20550E-19 0.17132E-17
0.94445E+00 0.26614E-18 0.20598E-19 0.17172E-17
0.94745E+00 0.26671E-18 0.20642E-19 0.17208E-17
