# Log file
# Snapshot, time to read in file [s], nMergers, time to compute hc [s], time to save file, zSnapshot Min/Max, tDelay Min/Max [Gyr], tLb Min/Max [Gyr], zMerge Min/Max, r Min/Max [Mpc]
26 8.0895423889160156e-04 10 2.2242069244384766e-03 9.4389915466308594e-04 1.3522961445300000e+01 1.3522961445300000e+01 9.8477999999999994e+00 9.8477999999999994e+00 3.6751614453000001e+00 3.6751614453000001e+00 3.2812696197721114e-01 3.2812696197721114e-01 1.2980283777564650e+03 1.2980283777564650e+03
27 4.8613548278808594e-04 10 1.5971660614013672e-03 1.1699199676513672e-03 1.3419751909900000e+01 1.3419751909900000e+01 1.1500000000000000e-02 1.1500000000000000e-02 1.3408251909900001e+01 1.3408251909900001e+01 1.2840986684869446e+01 1.2840986684869446e+01 1.0246912897393851e+04 1.0246912897393851e+04

999 nan 20 nan nan 1.3419751909900000e+01 1.3522961445300000e+01 1.1500000000000000e-02 9.8477999999999994e+00 3.6751614453000001e+00 1.3408251909900001e+01 3.2812696197721114e-01 1.2840986684869446e+01 1.2980283777564650e+03 1.0246912897393851e+04
# Total run-time: 5.7207393646240234e-01 s
