# Log file
# 0 Snapshot
# 1 time to read in file [s]
# 2 nMergers
# 3 time to compute hc [s]
# 4 time to save file [s]
# 5/6 zSnapshot Min/Max
# 7/8 tDelay Min/Max [Gyr]
# 9/10 tLb Min/Max [Gyr]
# 11/12 zMerge Min/Max
# 13/14 r Min/Max [Mpc]
# 15/16 Mc Min/Max [Msun]
26 1.1174234151840210e+01 1144124 9.7908051967620850e+01 2.2161599397659302e+01 1.3435201254500001e+01 1.3592065412100000e+01 6.7000000000000002e-03 1.3474299999999999e+01 8.4895523058900002e-04 1.3581565412100000e+01 6.1120119772812556e-05 2.1004825505645737e+01 2.6027161799969784e-01 1.1156802293255327e+04 2.4415939830312321e+00 3.6150188746037649e+01
27 8.0734925270080566e+00 832362 7.1958099603652954e+01 1.6135142564773560e+01 1.3411132863800001e+01 1.3434910823299999e+01 6.6000000000000000e-03 1.3424600000000000e+01 2.3710123985000000e-03 1.3427920149100000e+01 1.7071306380723114e-04 1.3394576287601032e+01 7.2694179872702547e-01 1.0332011340855772e+04 2.4415939830312321e+00 3.6150188746037649e+01
28 1.2751232385635376e+01 1314575 1.1367669057846069e+02 2.5455466508865356e+01 1.3385293506000000e+01 1.3410821066500000e+01 6.1000000000000004e-03 1.3400600000000001e+01 3.6211888674100000e-04 1.3403184049200000e+01 2.6069929600005941e-05 1.2706797776698567e+01 1.1101600297108019e-01 1.0225513501356811e+04 2.4415939830312321e+00 3.6150188746037649e+01
29 1.6636516332626343e+01 1624285 1.4048062300682068e+02 3.1639472246170044e+01 1.3360416655900000e+01 1.3385126181300000e+01 6.1000000000000004e-03 1.3382199999999999e+01 6.3269245034000001e-04 1.3377923729700001e+01 4.5549886247614894e-05 1.2083426371412440e+01 1.9396853900853017e-01 1.0121827992462620e+04 2.4415939830312321e+00 3.6150188746037649e+01
30 2.3856353044509888e+01 2330575 2.0105153584480286e+02 4.5213986396789551e+01 1.3330846409799999e+01 1.3360059824200000e+01 6.1000000000000004e-03 1.3358200000000000e+01 2.7529131235400002e-04 1.3353002662700000e+01 1.9818887802144140e-05 1.1533461017440731e+01 8.4396718660680492e-02 1.0024008586535445e+04 2.4415939830312321e+00 3.6150188746037649e+01
31 3.3311656713485718e+01 3449655 2.9888889575004578e+02 6.7547779560089111e+01 1.3299101596700000e+01 1.3330654936000000e+01 6.1000000000000004e-03 1.3326900000000000e+01 4.1809840795500002e-04 1.3323979943399999e+01 3.0100134000541718e-05 1.0960875044087599e+01 1.2817809110634373e-01 9.9150892783552736e+03 2.4362166873945257e+00 3.6150188746037649e+01
32 3.3495861053466797e+01 3445313 2.9593294525146484e+02 6.7083598613739014e+01 1.3275501411100000e+01 1.3298896033200000e+01 6.1000000000000004e-03 1.3297499999999999e+01 2.4034675280800000e-04 1.3292590321900001e+01 1.7303114164097850e-05 1.0410118616971554e+01 7.3683589768581984e-02 9.8026906091686014e+03 2.4362166873945257e+00 3.6150188746037649e+01
33 1.7532388687133789e+01 1814114 1.5708620333671570e+02 3.5541382312774658e+01 1.3265022760000001e+01 1.3275393428599999e+01 6.1000000000000004e-03 1.3274400000000000e+01 2.3667047127199999e-04 1.3268369253900000e+01 1.7038447118562710e-05 1.0026177246980247e+01 7.2556535328571842e-02 9.7194112604670408e+03 2.4362166873945257e+00 3.6150188746037649e+01
34 6.5970290660858154e+01 6893618 5.9645941758155823e+02 1.3456672215461731e+02 1.3232215324500000e+01 1.3264912447200000e+01 6.1000000000000004e-03 1.3263100000000000e+01 5.1428780796700003e-05 1.3258039428600000e+01 3.7024406699331020e-06 9.8720101376466971e+00 1.5766518718543440e-02 9.6847390141523592e+03 2.4362166873945257e+00 3.6150188746037649e+01
35 7.9735930204391479e+01 8328529 7.1951445126533508e+02 1.6272196316719055e+02 1.3201242610200000e+01 1.3232097732800000e+01 6.1000000000000004e-03 1.3227900000000000e+01 1.2167836814900000e-04 1.3225173795700000e+01 8.7598525113879114e-06 9.4152388266947646e+00 3.7303024929708599e-02 9.5775392479892653e+03 2.4362166873945257e+00 3.6150188746037649e+01
36 2.4017079114913940e+01 2488516 2.1423042464256287e+02 4.9130980968475342e+01 1.3193221037500001e+01 1.3201118150499999e+01 6.1000000000000004e-03 1.3196999999999999e+01 7.4719478121200000e-04 1.3194146113000000e+01 5.3793647631352929e-05 9.0255013244203006e+00 2.2907318831354972e-01 9.4803510984467302e+03 2.4362166873945257e+00 3.6150188746037649e+01
37 1.4252288556098938e+02 14975246 1.2905424187183380e+03 2.9121053886413574e+02 1.3151362571100000e+01 1.3193094795800000e+01 6.1000000000000004e-03 1.3190899999999999e+01 4.9503918040399997e-05 1.3186110340600001e+01 3.5638664923942094e-06 8.9303878279213915e+00 1.5176413003511574e-02 9.4557706769563792e+03 2.4362166873945257e+00 3.6150188746037649e+01
38 1.9512681984901428e+02 20471194 1.7739204418659210e+03 3.9838099288940430e+02 1.3106430817300000e+01 1.3151294794800000e+01 6.1000000000000004e-03 1.3146800000000001e+01 1.3052947016599999e-05 1.3144220290900000e+01 9.3970143821100978e-07 8.4687388973399162e+00 4.0016376243453720e-03 9.3312655765523887e+03 2.4362166873945257e+00 3.6150188746037649e+01
39 2.6025012254714966e+02 27296183 2.3622859151363373e+03 5.3081521129608154e+02 1.3058201762400000e+01 1.3106285318199999e+01 6.1000000000000004e-03 1.3089900000000000e+01 3.8541379925799997e-05 1.3099748756900000e+01 2.7746545353352334e-06 8.0332488778385986e+00 1.1815624619245135e-02 9.2051992521829015e+03 2.4362166873945257e+00 3.6150188746037649e+01
