# bin centers , counts
 5.0024721000E-003 1.1126100000E+05
 1.5002472100E-002 1.1170400000E+05
 2.5002472100E-002 1.1230600000E+05
 3.5002472100E-002 1.1190000000E+05
 4.5002472100E-002 1.1227100000E+05
 5.5002472100E-002 1.1305500000E+05
 6.5002472100E-002 1.1369900000E+05
 7.5002472100E-002 1.1416100000E+05
 8.5002472100E-002 1.1417800000E+05
 9.5002472100E-002 1.1436100000E+05
 1.0500247210E-001 1.1474600000E+05
 1.1500247210E-001 1.1472600000E+05
 1.2500247210E-001 1.1414000000E+05
 1.3500247210E-001 1.1469400000E+05
 1.4500247210E-001 1.1472300000E+05
 1.5500247210E-001 1.1562400000E+05
 1.6500247210E-001 1.1437300000E+05
 1.7500247210E-001 1.1463100000E+05
 1.8500247210E-001 1.1455000000E+05
 1.9500247210E-001 1.1436100000E+05
 2.0500247210E-001 1.1454100000E+05
 2.1500247210E-001 1.1526800000E+05
 2.2500247210E-001 1.1462100000E+05
 2.3500247210E-001 1.1649600000E+05
 2.4500247210E-001 1.1523100000E+05
 2.5500247210E-001 1.1597300000E+05
 2.6500247210E-001 1.1624800000E+05
 2.7500247210E-001 1.1749500000E+05
 2.8500247210E-001 1.1783600000E+05
 2.9500247210E-001 1.1806100000E+05
 3.0500247210E-001 1.1850200000E+05
 3.1500247210E-001 1.1811400000E+05
 3.2500247210E-001 1.1959000000E+05
 3.3500247210E-001 1.1987200000E+05
 3.4500247210E-001 1.1910700000E+05
 3.5500247210E-001 1.1963700000E+05
 3.6500247210E-001 1.1992600000E+05
 3.7500247210E-001 1.1952000000E+05
 3.8500247210E-001 1.1985700000E+05
 3.9500247210E-001 1.1898200000E+05
 4.0500247210E-001 1.1900100000E+05
 4.1500247210E-001 1.2039900000E+05
 4.2500247210E-001 1.2095900000E+05
 4.3500247210E-001 1.2150200000E+05
 4.4500247210E-001 1.2092400000E+05
 4.5500247210E-001 1.2128100000E+05
 4.6500247210E-001 1.2225900000E+05
 4.7500247210E-001 1.2292900000E+05
 4.8500247210E-001 1.2277200000E+05
 4.9500247210E-001 1.2276700000E+05
 5.0500247210E-001 1.2303600000E+05
 5.1500247210E-001 1.2245200000E+05
 5.2500247210E-001 1.2304200000E+05
 5.3500247210E-001 1.2233100000E+05
 5.4500247210E-001 1.2238500000E+05
 5.5500247210E-001 1.2288000000E+05
 5.6500247210E-001 1.2338200000E+05
 5.7500247210E-001 1.2360900000E+05
 5.8500247210E-001 1.2442700000E+05
 5.9500247210E-001 1.2400100000E+05
 6.0500247210E-001 1.2428900000E+05
 6.1500247210E-001 1.2505500000E+05
 6.2500247210E-001 1.2489400000E+05
 6.3500247210E-001 1.2593900000E+05
 6.4500247210E-001 1.2528800000E+05
 6.5500247210E-001 1.2650000000E+05
 6.6500247210E-001 1.2634800000E+05
 6.7500247210E-001 1.2595200000E+05
 6.8500247210E-001 1.2624600000E+05
 6.9500247210E-001 1.2692900000E+05
 7.0500247210E-001 1.2814300000E+05
 7.1500247210E-001 1.2708400000E+05
 7.2500247210E-001 1.2756300000E+05
 7.3500247210E-001 1.2740800000E+05
 7.4500247210E-001 1.2664000000E+05
 7.5500247210E-001 1.2779400000E+05
 7.6500247210E-001 1.2910600000E+05
 7.7500247210E-001 1.2984100000E+05
 7.8500247210E-001 1.2887500000E+05
 7.9500247210E-001 1.3040200000E+05
 8.0500247210E-001 1.3067100000E+05
 8.1500247210E-001 1.3070100000E+05
 8.2500247210E-001 1.3110700000E+05
 8.3500247210E-001 1.3174600000E+05
 8.4500247210E-001 1.3240100000E+05
 8.5500247210E-001 1.3197400000E+05
 8.6500247210E-001 1.3244100000E+05
 8.7500247210E-001 1.3204700000E+05
 8.8500247210E-001 1.3185100000E+05
 8.9500247210E-001 1.3302900000E+05
 9.0500247210E-001 1.3300000000E+05
 9.1500247210E-001 1.3360200000E+05
 9.2500247210E-001 1.3421100000E+05
 9.3500247210E-001 1.3349800000E+05
 9.4500247210E-001 1.3415000000E+05
 9.5500247210E-001 1.3438100000E+05
 9.6500247210E-001 1.3427500000E+05
 9.7500247210E-001 1.3426700000E+05
 9.8500247210E-001 1.3473000000E+05
 9.9500247210E-001 1.3526000000E+05
 1.0050024721E+000 1.3395000000E+05
 1.0150024721E+000 1.3499500000E+05
 1.0250024721E+000 1.3541400000E+05
 1.0350024721E+000 1.3629400000E+05
 1.0450024721E+000 1.3669800000E+05
 1.0550024721E+000 1.3728900000E+05
 1.0650024721E+000 1.3865500000E+05
