# bin centers [Gyr] , Merger Rate Density [Gpc^(-3)*yr^(-1)]
 5.0024721000E-003  7.3657956338E-006
 1.5002472100E-002  2.7429766782E-007
 2.5002472100E-002  5.9608366478E-008
 3.5002472100E-002  2.1657004605E-008
 4.5002472100E-002  1.0229028171E-008
 5.5002472100E-002  5.6445663754E-009
 6.5002472100E-002  3.4408528682E-009
 7.5002472100E-002  2.2501001431E-009
 8.5002472100E-002  1.5467154287E-009
 9.5002472100E-002  1.1102168579E-009
 1.0500247210E-001  8.1194967330E-010
 1.1500247210E-001  6.1724852111E-010
 1.2500247210E-001  4.7767364112E-010
 1.3500247210E-001  3.8062217440E-010
 1.4500247210E-001  3.0692481739E-010
 1.5500247210E-001  2.5296990398E-010
 1.6500247210E-001  2.0721302184E-010
 1.7500247210E-001  1.7388514919E-010
 1.8500247210E-001  1.4692085628E-010
 1.9500247210E-001  1.2511415054E-010
 2.0500247210E-001  1.0773586006E-010
 2.1500247210E-001  9.3882067469E-011
 2.2500247210E-001  8.1364334246E-011
 2.3500247210E-001  7.2502475043E-011
 2.4500247210E-001  6.3218509657E-011
 2.5500247210E-001  5.6368580484E-011
 2.6500247210E-001  5.0289346414E-011
 2.7500247210E-001  4.5433543234E-011
 2.8500247210E-001  4.0890808806E-011
 2.9500247210E-001  3.6901964870E-011
 3.0500247210E-001  3.3478180298E-011
 3.1500247210E-001  3.0257413966E-011
 3.2500247210E-001  2.7863334791E-011
 3.3500247210E-001  2.5474030874E-011
 3.4500247210E-001  2.3148357653E-011
 3.5500247210E-001  2.1317991937E-011
 3.6500247210E-001  1.9639302680E-011
 3.7500247210E-001  1.8028656935E-011
 3.8500247210E-001  1.6688715432E-011
 3.9500247210E-001  1.5323451257E-011
 4.0500247210E-001  1.4202895492E-011
 4.1500247210E-001  1.3341187752E-011
 4.2500247210E-001  1.2465556761E-011
 4.3500247210E-001  1.1664876277E-011
 4.4500247210E-001  1.0832307325E-011
 4.5500247210E-001  1.0152451519E-011
 4.6500247210E-001  9.5776286378E-012
 4.7500247210E-001  9.0247052506E-012
 4.8500247210E-001  8.4577908549E-012
 4.9500247210E-001  7.9464292439E-012
 5.0500247210E-001  7.4918145625E-012
 5.1500247210E-001  7.0225679671E-012
 5.2500247210E-001  6.6534954295E-012
 5.3500247210E-001  6.2441314688E-012
 5.4500247210E-001  5.9027969442E-012
 5.5500247210E-001  5.6058767482E-012
 5.6500247210E-001  5.3292945199E-012
 5.7500247210E-001  5.0597798574E-012
 5.8500247210E-001  4.8311857401E-012
 5.9500247210E-001  4.5709078985E-012
 6.0500247210E-001  4.3532746320E-012
 6.1500247210E-001  4.1653006041E-012
 6.2500247210E-001  3.9590680307E-012
 6.3500247210E-001  3.8023417777E-012
 6.4500247210E-001  3.6054784602E-012
 6.5500247210E-001  3.4723182764E-012
 6.6500247210E-001  3.3103697712E-012
 6.7500247210E-001  3.1520045558E-012
 6.8500247210E-001  3.0196656567E-012
 6.9500247210E-001  2.9036154523E-012
 7.0500247210E-001  2.8053027965E-012
 7.1500247210E-001  2.6640622074E-012
 7.2500247210E-001  2.5621318585E-012
 7.3500247210E-001  2.4532641849E-012
 7.4500247210E-001  2.3390011647E-012
 7.5500247210E-001  2.2652520549E-012
 7.6500247210E-001  2.1974928345E-012
 7.7500247210E-001  2.1231973784E-012
 7.8500247210E-001  2.0256362808E-012
 7.9500247210E-001  1.9710725779E-012
 8.0500247210E-001  1.9003301558E-012
 8.1500247210E-001  1.8296204863E-012
 8.2500247210E-001  1.7674057717E-012
 8.3500247210E-001  1.7110685641E-012
 8.4500247210E-001  1.6574008905E-012
 8.5500247210E-001  1.5929911307E-012
 8.6500247210E-001  1.5421059342E-012
 8.7500247210E-001  1.4837504202E-012
 8.8500247210E-001  1.4302972360E-012
 8.9500247210E-001  1.3936893496E-012
 9.0500247210E-001  1.3462031776E-012
 9.1500247210E-001  1.3069837970E-012
 9.2500247210E-001  1.2694018369E-012
 9.3500247210E-001  1.2212129519E-012
 9.4500247210E-001  1.1873038287E-012
 9.5500247210E-001  1.1510902857E-012
 9.6500247210E-001  1.1135500753E-012
 9.7500247210E-001  1.0783673814E-012
 9.8500247210E-001  1.0482896964E-012
 9.9500247210E-001  1.0198588443E-012
 1.0050024721E+000  9.7903578886E-013
 1.0150024721E+000  9.5672601847E-013
 1.0250024721E+000  9.3083744780E-013
 1.0350024721E+000  9.0897305744E-013
 1.0450024721E+000  8.8475280147E-013
 1.0550024721E+000  8.6258170766E-013
 1.0650024721E+000  8.4590522462E-013
 1.0750024721E+000  8.2025016099E-013
 1.0850024721E+000  8.0122446990E-013
 1.0950024721E+000  7.8069063514E-013
 1.1050024721E+000  7.6458155725E-013
