# z , tLB
 0.000000E+00 0.000000E+00
 0.101010E+00 0.130620E+01
 0.202020E+00 0.243957E+01
 0.303030E+00 0.342696E+01
 0.404040E+00 0.429038E+01
 0.505051E+00 0.504815E+01
 0.606061E+00 0.571559E+01
 0.707071E+00 0.630562E+01
 0.808081E+00 0.682913E+01
 0.909091E+00 0.729531E+01
 0.101010E+01 0.771193E+01
 0.111111E+01 0.808559E+01
 0.121212E+01 0.842187E+01
 0.131313E+01 0.872552E+01
 0.141414E+01 0.900061E+01
 0.151515E+01 0.925058E+01
 0.161616E+01 0.947842E+01
 0.171717E+01 0.968668E+01
 0.181818E+01 0.987755E+01
 0.191919E+01 0.100529E+02
 0.202020E+01 0.102145E+02
 0.212121E+01 0.103637E+02
 0.222222E+01 0.105018E+02
 0.232323E+01 0.106298E+02
 0.242424E+01 0.107488E+02
 0.252525E+01 0.108597E+02
 0.262626E+01 0.109630E+02
 0.272727E+01 0.110596E+02
 0.282828E+01 0.111501E+02
 0.292929E+01 0.112349E+02
 0.303030E+01 0.113145E+02
 0.313131E+01 0.113894E+02
 0.323232E+01 0.114599E+02
 0.333333E+01 0.115264E+02
 0.343434E+01 0.115892E+02
 0.353535E+01 0.116486E+02
 0.363636E+01 0.117048E+02
 0.373737E+01 0.117581E+02
 0.383838E+01 0.118087E+02
 0.393939E+01 0.118567E+02
 0.404040E+01 0.119023E+02
 0.414141E+01 0.119457E+02
 0.424242E+01 0.119871E+02
 0.434343E+01 0.120265E+02
 0.444444E+01 0.120642E+02
 0.454545E+01 0.121001E+02
 0.464646E+01 0.121345E+02
 0.474747E+01 0.121673E+02
 0.484848E+01 0.121988E+02
 0.494949E+01 0.122289E+02
 0.505051E+01 0.122578E+02
 0.515152E+01 0.122856E+02
 0.525253E+01 0.123122E+02
 0.535354E+01 0.123378E+02
 0.545455E+01 0.123623E+02
 0.555556E+01 0.123860E+02
 0.565657E+01 0.124087E+02
 0.575758E+01 0.124306E+02
 0.585859E+01 0.124517E+02
 0.595960E+01 0.124721E+02
 0.606061E+01 0.124917E+02
 0.616162E+01 0.125106E+02
 0.626263E+01 0.125289E+02
 0.636364E+01 0.125466E+02
 0.646465E+01 0.125636E+02
 0.656566E+01 0.125801E+02
 0.666667E+01 0.125961E+02
 0.676768E+01 0.126115E+02
 0.686869E+01 0.126265E+02
 0.696970E+01 0.126410E+02
 0.707071E+01 0.126550E+02
 0.717172E+01 0.126686E+02
 0.727273E+01 0.126818E+02
 0.737374E+01 0.126946E+02
 0.747475E+01 0.127070E+02
 0.757576E+01 0.127191E+02
 0.767677E+01 0.127308E+02
 0.777778E+01 0.127421E+02
 0.787879E+01 0.127532E+02
 0.797980E+01 0.127639E+02
 0.808081E+01 0.127743E+02
 0.818182E+01 0.127845E+02
 0.828283E+01 0.127944E+02
 0.838384E+01 0.128040E+02
 0.848485E+01 0.128133E+02
 0.858586E+01 0.128225E+02
 0.868687E+01 0.128313E+02
 0.878788E+01 0.128400E+02
 0.888889E+01 0.128484E+02
 0.898990E+01 0.128566E+02
 0.909091E+01 0.128646E+02
 0.919192E+01 0.128724E+02
 0.929293E+01 0.128801E+02
 0.939394E+01 0.128875E+02
 0.949495E+01 0.128948E+02
 0.959596E+01 0.129018E+02
 0.969697E+01 0.129088E+02
 0.979798E+01 0.129155E+02
 0.989899E+01 0.129221E+02
 0.100000E+02 0.129286E+02
