945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 583721.0 11.0786 10.2981 0.0546 13.3651519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 551906.0 23.3252 32.2963 0.0368 13.3829519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 568726.0 32.6534 29.5791 9.0005 4.41925190991
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 835670.0 18.0938 21.5167 0.0705 13.3492519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 139167.0 31.0489 34.5323 0.0987 13.3210519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 351310.0 14.5188 20.7283 0.0768 13.3429519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 774572.0 18.8668 26.5753 0.0152 13.4045519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 610480.0 35.0496 36.5277 0.26 13.1597519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 624370.0 29.1091 23.5183 0.5889 12.8308519099
945669399720636 2359531.25 13.4197519099 1.38403e-08 0.0002 772459.0 16.9545 23.6805 0.0115 13.4082519099
