#  hc_27.dat
# 
# --- Column names ---
# (0) Illustris particle ID
# (1) Illustris particle initial mass at formation [1e10 Msun/h] (h = 0.704)
# (2) Snapshot redshift [dimensionless]
# (3) Merger ID
# (4) M1 [Msun]
# (5) M2 [Msun]
# (6) Delay-time [Gyr]
# (7) Lookback-time [Gyr]
# (8) Redshift at merge [dimensionless]
# (9) Comoving distance at merge [Mpc]
# (10) fISCO [Hz]
# (11) Characteristic strain [dimensionless] (12 entries)
# (First row contains LISA frequencies)
nan nan nan nan nan nan nan nan nan nan nan 2.000000000000000164e-05 2.054976514401878120e-05 6.079691604149071397e-05 1.798689656184179818e-04 5.321461498237910117e-04 1.574365671135477150e-03 4.657794230533489691e-03 1.378018302339122786e-02 4.076896375398918887e-02 1.206158439806447741e-01 3.568445326928307293e-01 1.000000000000000000e+00
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 5.837210000000000000e+05 1.107859999999999978e+01 1.029809999999999981e+01 5.460000000000000270e-02 1.336515190989999979e+01 1.179515128726085749e+01 1.007123889756888275e+04 1.599349737018673245e+01 6.267538501728878766e-26 6.468993114755785362e-26 2.293104380245868847e-25 8.128510272655179961e-25 2.881363788837917653e-24 1.021375012781335737e-23 3.620531780038821717e-23 8.430246159863308506e-23 7.036032035802521333e-23 5.872396353565323233e-23 4.901205503029518535e-23 4.127775670986531862e-23
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 5.519060000000000000e+05 2.332519999999999882e+01 3.229630000000000223e+01 3.679999999999999938e-02 1.338295190989999917e+01 1.220276659280334108e+01 1.014214974798373805e+04 5.956921658634466432e+00 3.050926313018073009e-25 3.148990837008331500e-25 1.116242443546102567e-24 3.956814285168020673e-24 1.402596665073239447e-23 4.971871973493537024e-23 1.762410501633394369e-22 1.824627808604892296e-22 1.522866529791620992e-22 1.271011247676188235e-22 1.060808390043499672e-22 8.934085831115121382e-23
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 5.687260000000000000e+05 3.265339999999999776e+01 2.957910000000000039e+01 9.000500000000000611e+00 4.419251909909999831e+00 4.174657635223679164e-01 1.613522840813158155e+03 4.959063907711689012e+01 5.350102156792927826e-25 5.522068034522091645e-25 1.957441934679867256e-24 6.938666643890555006e-24 2.459592488648366436e-23 8.718671065632028859e-23 3.090561769948414407e-22 1.095530727328140040e-21 1.543052327641322725e-21 1.287858670354654461e-21 1.074869545962144803e-21 9.052508323848910154e-22
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 8.356700000000000000e+05 1.809380000000000166e+01 2.151670000000000016e+01 7.049999999999999323e-02 1.334925190989999955e+01 1.145646215266729939e+01 1.000970497723768676e+04 8.865933992511646267e+00 1.720937369795317065e-25 1.776252669698145266e-25 6.296393743281952629e-25 2.231922003370015006e-24 7.911633281260848828e-24 2.804486047569884737e-23 9.941236798276784810e-23 1.420137677824473893e-22 1.185271937134658231e-22 9.892488502319588429e-23 8.256445268172016828e-23 6.953545181022593411e-23
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 1.391670000000000000e+05 3.104889999999999972e+01 3.453229999999999933e+01 9.869999999999999607e-02 1.332105190989999954e+01 1.090673739948447007e+01 9.904381043898378266e+03 5.602184355286398798e+00 3.928869824933654798e-25 4.055153684218565992e-25 1.437455645862565778e-24 5.095438779209536500e-24 1.806211998777363612e-23 6.402592447658495325e-23 2.269566921189881837e-22 2.206376759422622027e-22 1.841480932817676539e-22 1.536932444311301504e-22 1.282750907858891489e-22 1.080327683897960798e-22
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 3.513100000000000000e+05 1.451880000000000059e+01 2.072830000000000084e+01 7.679999999999999327e-02 1.334295190990000002e+01 1.132780417705154896e+01 9.985729787961772672e+03 1.006747159931436464e+01 1.376845295705613596e-25 1.421100602022085089e-25 5.037464034138034022e-25 1.785661328911317798e-24 6.329745205049244828e-24 2.243744304261277142e-23 7.953540529386540723e-23 1.278396922034039880e-22 1.066972604041812409e-22 8.905141416989838217e-23 7.432387987862540096e-23 6.259527435580527324e-23
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 7.745720000000000000e+05 1.886680000000000135e+01 2.657529999999999859e+01 1.519999999999999997e-02 1.340455190990000034e+01 1.274295756995746132e+01 1.023128555375359247e+04 7.004722456694707944e+00 2.211573685311020340e-25 2.282659283083084130e-25 8.091484884575149512e-25 2.868239168347456998e-24 1.016722646609064832e-23 3.604040247185262349e-23 1.277546649192087467e-22 1.516007722032281208e-22 1.265286765827498067e-22 1.056030636593367075e-22 8.813817828043514168e-23 7.422962121587715390e-23
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 6.104800000000000000e+05 3.504959999999999809e+01 3.652770000000000294e+01 2.600000000000000089e-01 1.315975190990000065e+01 8.634587357173492350e+00 9.376853269340621409e+03 6.343385424197676592e+00 4.179263690667563511e-25 4.313595845038627003e-25 1.529067252259995613e-24 5.420180160417882516e-24 1.921325103782432884e-23 6.810641058359160135e-23 2.414210459983671586e-22 2.599924160079857676e-22 2.169942530038227313e-22 1.811072282786924182e-22 1.511552849015432912e-22 1.273023763586251105e-22
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 6.243700000000000000e+05 2.910910000000000153e+01 2.351829999999999998e+01 5.888999999999999790e-01 1.283085190989999980e+01 6.176540852911338142e+00 8.544743623447959180e+03 1.158250389159392668e+01 2.232696348880559605e-25 2.304460882731647775e-25 8.168766376089575731e-25 2.895633621171875528e-24 1.026433329346201463e-23 3.638462310595583758e-23 1.289748452932342434e-22 2.306554094592783971e-22 1.925090702467631268e-22 1.606714631759632633e-22 1.340992351477993909e-22 1.129378394761943546e-22
9.456693997206360000e+14 2.359531250000000000e+06 1.341975190990000044e+01 7.724590000000000000e+05 1.695449999999999946e+01 2.368049999999999855e+01 1.149999999999999981e-02 1.340825190990000060e+01 1.284189286727463397e+01 1.024697036967300664e+04 7.777388314894675858e+00 1.844159446045533069e-25 1.903435416581739152e-25 6.747226367149231087e-25 2.391731458444202426e-24 8.478119834785584647e-24 3.005292073205452956e-23 1.065304645519905127e-22 1.378350487176075472e-22 1.150395611282141941e-22 9.601404539483832249e-23 8.013501462168855016e-23 6.748938879324600084e-23
