# Histogram file, Snapshot 26
# bin centers [Gyr], tLb [Gyr], tForm [Gyr]
5.0000967819819843e-03 0.0000000000000000e+00 0.0000000000000000e+00
1.5000096781981984e-02 0.0000000000000000e+00 0.0000000000000000e+00
2.5000096781981986e-02 0.0000000000000000e+00 0.0000000000000000e+00
3.5000096781981981e-02 0.0000000000000000e+00 0.0000000000000000e+00
4.5000096781981982e-02 0.0000000000000000e+00 0.0000000000000000e+00
5.5000096781981984e-02 0.0000000000000000e+00 0.0000000000000000e+00
6.5000096781981986e-02 0.0000000000000000e+00 0.0000000000000000e+00
7.5000096781981995e-02 0.0000000000000000e+00 0.0000000000000000e+00
8.5000096781981990e-02 0.0000000000000000e+00 0.0000000000000000e+00
9.5000096781981985e-02 0.0000000000000000e+00 0.0000000000000000e+00
1.0500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.1500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.2500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.3500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.4500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.5500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.6500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.7500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.8500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.9500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.0500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.1500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.2500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.3500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.4500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.5500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.6500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.7500009678198201e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.8500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.9500009678198197e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.0500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.1500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.2500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.3500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.4500009678198201e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.5500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.6500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.7500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.8500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
3.9500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.0500009678198201e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.1500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.2500009678198197e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.3500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.4500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.5500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.6500009678198201e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.7500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.8500009678198197e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.9500009678198198e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.0500009678198199e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.1500009678198200e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.2500009678198201e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.3500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.4500009678198202e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.5500009678198203e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.6500009678198204e-01 0.0000000000000000e+00 0.0000000000000000e+00
5.7500009678198205e-01 0.0000000000000000e+00 0.0000000000000000e+00
